product_id,product_name,product_url,pricing_current,pricing_original,product_image_url,inventory_status,inventory_type,created_date,quantity_sold,brand_id,brand_name,brand_slug,seller_id,seller_name,seller_link,seller_image_url,category_id
247867291,Laptop Lenovo Yoga Slim 7 Carbon 14ACN6 82L0005BVN Ryzen 7-5800U | 16GB | 1TB SSD | MX450 - Hàng chính hãng,https://tiki.vn/product-p247867291.html?spid=247867292,41460000,41460000,https://salt.tikicdn.com/cache/280x280/ts/product/fd/58/6a/55175007ef06f909b5b7ac64c7c686c0.jpg,available,backorder,414,0,18604,Lenovo,lenovo,33284,Ben Computer,https://tiki.vn/cua-hang/ben-computer,c6/a5/1a/5243848c5f08ddcfc08ff0019fe5ed27.jpg,29008
