InventoryID,ProductID,Status,Type,LastUpdated
278,273643972,available,backorder,2024-05-15 22:34:25.131965
279,198592717,available,backorder,2024-05-15 22:34:25.131965
280,210941881,available,backorder,2024-05-15 22:34:25.131965
281,272177505,available,backorder,2024-05-15 22:34:25.131965
282,214619081,available,backorder,2024-05-15 22:34:25.131965
283,220792455,available,backorder,2024-05-15 22:34:25.131965
284,271381785,available,backorder,2024-05-15 22:34:25.131965
285,244303372,available,backorder,2024-05-15 22:34:25.131965
286,271411857,available,backorder,2024-05-15 22:34:25.131965
287,274400193,available,backorder,2024-05-15 22:34:25.131965
288,186136339,available,backorder,2024-05-15 22:34:25.131965
289,161165433,available,backorder,2024-05-15 22:34:25.131965
290,186137683,available,backorder,2024-05-15 22:34:25.131965
291,186434258,available,backorder,2024-05-15 22:34:25.131965
292,155530352,available,backorder,2024-05-15 22:34:25.131965
293,190460046,available,backorder,2024-05-15 22:34:25.131965
294,216353665,available,backorder,2024-05-15 22:34:25.131965
295,251547240,available,backorder,2024-05-15 22:34:25.131965
296,274421223,available,backorder,2024-05-15 22:34:25.131965
297,273432118,available,backorder,2024-05-15 22:34:25.131965
298,208103182,available,backorder,2024-05-15 22:34:25.131965
299,208174441,available,backorder,2024-05-15 22:34:25.131965
300,206133399,available,backorder,2024-05-15 22:34:25.131965
301,225917243,available,backorder,2024-05-15 22:34:25.131965
302,272413759,available,backorder,2024-05-15 22:34:25.131965
303,225917281,available,backorder,2024-05-15 22:34:25.131965
304,225917282,available,backorder,2024-05-15 22:34:25.131965
305,272407267,available,backorder,2024-05-15 22:34:25.131965
306,271414723,available,backorder,2024-05-15 22:34:25.131965
307,225917251,available,backorder,2024-05-15 22:34:25.131965
308,271416179,available,backorder,2024-05-15 22:34:25.131965
309,206133001,available,backorder,2024-05-15 22:34:25.131965
310,272398952,available,backorder,2024-05-15 22:34:25.131965
311,251547314,available,backorder,2024-05-15 22:34:25.131965
312,213804144,available,backorder,2024-05-15 22:34:25.131965
313,208302969,available,backorder,2024-05-15 22:34:25.131965
314,192810278,available,backorder,2024-05-15 22:34:25.131965
315,191691830,available,backorder,2024-05-15 22:34:25.131965
316,169265429,available,backorder,2024-05-15 22:34:25.131965
317,127493269,available,backorder,2024-05-15 22:34:25.131965
318,192643306,available,backorder,2024-05-15 22:34:25.131965
319,184618853,available,backorder,2024-05-15 22:34:25.131965
320,88246774,available,backorder,2024-05-15 22:34:25.131965
321,186453147,available,backorder,2024-05-15 22:34:25.131965
322,32595641,available,backorder,2024-05-15 22:34:25.131965
323,51542368,available,backorder,2024-05-15 22:34:25.131965
324,217200713,available,backorder,2024-05-15 22:34:25.131965
325,217184473,available,backorder,2024-05-15 22:34:25.131965
326,116828330,available,backorder,2024-05-15 22:34:25.131965
327,273551877,available,backorder,2024-05-15 22:34:25.131965
328,184619587,available,backorder,2024-05-15 22:34:25.131965
329,270652060,available,backorder,2024-05-15 22:34:25.131965
330,273545536,available,backorder,2024-05-15 22:34:25.131965
331,273552282,available,backorder,2024-05-15 22:34:25.131965
332,217184789,available,backorder,2024-05-15 22:34:25.131965
333,263694289,available,backorder,2024-05-15 22:34:25.131965
334,274835205,available,backorder,2024-05-15 22:34:25.131965
335,273703605,available,backorder,2024-05-15 22:34:25.131965
336,262661032,available,backorder,2024-05-15 22:34:25.131965
337,195510725,available,backorder,2024-05-15 22:34:25.131965
338,273553136,available,backorder,2024-05-15 22:34:25.131965
339,273163386,available,backorder,2024-05-15 22:34:25.131965
340,116394456,available,backorder,2024-05-15 22:34:25.131965
341,273543438,available,backorder,2024-05-15 22:34:25.131965
342,217200739,available,backorder,2024-05-15 22:34:25.131965
343,116750196,available,backorder,2024-05-15 22:34:25.131965
344,201851825,available,backorder,2024-05-15 22:34:25.131965
345,274835165,available,backorder,2024-05-15 22:34:25.131965
346,247879010,available,backorder,2024-05-15 22:34:25.131965
347,274835797,available,backorder,2024-05-15 22:34:25.131965
348,274450322,available,backorder,2024-05-15 22:34:25.131965
349,273552037,available,backorder,2024-05-15 22:34:25.131965
350,274904622,available,backorder,2024-05-15 22:34:25.131965
351,273510759,available,backorder,2024-05-15 22:34:25.131965
352,199020460,available,backorder,2024-05-15 22:34:25.131965
353,195954091,available,backorder,2024-05-15 22:34:25.131965
354,182754304,available,backorder,2024-05-15 22:34:25.131965
355,217427321,available,backorder,2024-05-15 22:34:25.131965
356,263453887,available,backorder,2024-05-15 22:34:25.131965
357,273552475,available,backorder,2024-05-15 22:34:25.131965
358,273553460,available,backorder,2024-05-15 22:34:25.131965
359,192642989,available,backorder,2024-05-15 22:34:25.131965
360,204382591,available,backorder,2024-05-15 22:34:25.131965
361,247867482,available,backorder,2024-05-15 22:34:25.131965
362,114403492,available,backorder,2024-05-15 22:34:25.131965
363,273551825,available,backorder,2024-05-15 22:34:25.131965
364,192642490,available,backorder,2024-05-15 22:34:25.131965
365,273553309,available,backorder,2024-05-15 22:34:25.131965
366,273547839,available,backorder,2024-05-15 22:34:25.131965
367,273548109,available,backorder,2024-05-15 22:34:25.131965
368,51845073,available,backorder,2024-05-15 22:34:25.131965
369,51729979,available,instock,2024-05-15 22:34:25.131965
370,56190273,available,backorder,2024-05-15 22:34:25.131965
371,186078128,available,backorder,2024-05-15 22:34:25.131965
372,125582349,available,backorder,2024-05-15 22:34:25.131965
373,186078120,available,backorder,2024-05-15 22:34:25.131965
374,59502552,available,backorder,2024-05-15 22:34:25.131965
375,111938272,available,backorder,2024-05-15 22:34:25.131965
376,188544553,available,backorder,2024-05-15 22:34:25.131965
377,72027939,available,backorder,2024-05-15 22:34:25.131965
378,14163544,available,backorder,2024-05-15 22:34:25.131965
379,186078116,available,backorder,2024-05-15 22:34:25.131965
380,59502158,available,backorder,2024-05-15 22:34:25.131965
381,147759418,available,backorder,2024-05-15 22:34:25.131965
382,44191069,available,backorder,2024-05-15 22:34:25.131965
383,274591288,available,backorder,2024-05-15 22:34:25.131965
384,63580937,available,backorder,2024-05-15 22:34:25.131965
385,147763775,available,backorder,2024-05-15 22:34:25.131965
386,16939620,available,backorder,2024-05-15 22:34:25.131965
387,229960785,available,backorder,2024-05-15 22:34:25.131965
388,147762406,available,backorder,2024-05-15 22:34:25.131965
389,229699886,available,backorder,2024-05-15 22:34:25.131965
390,205817244,available,backorder,2024-05-15 22:34:25.131965
391,147754730,available,backorder,2024-05-15 22:34:25.131965
392,136676515,available,backorder,2024-05-15 22:34:25.131965
393,140138769,available,backorder,2024-05-15 22:34:25.131965
394,44061288,available,backorder,2024-05-15 22:34:25.131965
395,253052345,available,backorder,2024-05-15 22:34:25.131965
396,270850365,available,backorder,2024-05-15 22:34:25.131965
397,36198753,available,backorder,2024-05-15 22:34:25.131965
398,36198346,available,backorder,2024-05-15 22:34:25.131965
399,171612873,available,backorder,2024-05-15 22:34:25.131965
400,16212992,available,backorder,2024-05-15 22:34:25.131965
401,16212990,available,backorder,2024-05-15 22:34:25.131965
402,16213002,available,backorder,2024-05-15 22:34:25.131965
403,14515775,available,backorder,2024-05-15 22:34:25.131965
404,263495610,available,backorder,2024-05-15 22:34:25.131965
405,171631336,available,backorder,2024-05-15 22:34:25.131965
406,171655026,available,backorder,2024-05-15 22:34:25.131965
407,171618385,available,backorder,2024-05-15 22:34:25.131965
408,16440075,available,backorder,2024-05-15 22:34:25.131965
409,16212976,available,backorder,2024-05-15 22:34:25.131965
410,171658347,available,backorder,2024-05-15 22:34:25.131965
411,171620436,available,backorder,2024-05-15 22:34:25.131965
412,171622288,available,backorder,2024-05-15 22:34:25.131965
413,171612089,available,backorder,2024-05-15 22:34:25.131965
414,56225021,available,backorder,2024-05-15 22:34:25.131965
415,16212980,available,backorder,2024-05-15 22:34:25.131965
416,54754719,available,backorder,2024-05-15 22:34:25.131965
417,171833380,available,backorder,2024-05-15 22:34:25.131965
418,171585953,available,backorder,2024-05-15 22:34:25.131965
419,36199799,available,backorder,2024-05-15 22:34:25.131965
420,55528153,available,backorder,2024-05-15 22:34:25.131965
421,171823027,available,backorder,2024-05-15 22:34:25.131965
422,15729987,available,backorder,2024-05-15 22:34:25.131965
423,557585,available,backorder,2024-05-15 22:34:25.131965
424,1668725,available,backorder,2024-05-15 22:34:25.131965
425,23397939,available,backorder,2024-05-15 22:34:25.131965
426,171821317,available,backorder,2024-05-15 22:34:25.131965
427,261966455,available,backorder,2024-05-15 22:34:25.131965
428,171661215,available,backorder,2024-05-15 22:34:25.131965
429,171658631,available,backorder,2024-05-15 22:34:25.131965
430,261949560,available,backorder,2024-05-15 22:34:25.131965
431,34131907,available,backorder,2024-05-15 22:34:25.131965
432,242435576,available,backorder,2024-05-15 22:34:25.131965
433,23396460,available,backorder,2024-05-15 22:34:25.131965
434,38336163,available,backorder,2024-05-15 22:34:25.131965
435,250337391,available,backorder,2024-05-15 22:34:25.131965
436,270255971,available,backorder,2024-05-15 22:34:25.131965
437,270255876,available,backorder,2024-05-15 22:34:25.131965
438,263387385,available,backorder,2024-05-15 22:34:25.131965
439,263388541,available,backorder,2024-05-15 22:34:25.131965
440,263388291,available,backorder,2024-05-15 22:34:25.131965
441,263387786,available,backorder,2024-05-15 22:34:25.131965
442,272902395,available,backorder,2024-05-15 22:34:25.131965
443,263387589,available,backorder,2024-05-15 22:34:25.131965
444,272896883,available,backorder,2024-05-15 22:34:25.131965
445,191523024,available,backorder,2024-05-15 22:34:25.131965
446,273582684,available,backorder,2024-05-15 22:34:25.131965
447,215122501,available,backorder,2024-05-15 22:34:25.131965
448,229704109,available,backorder,2024-05-15 22:34:25.131965
449,262303111,available,backorder,2024-05-15 22:34:25.131965
450,205917402,available,backorder,2024-05-15 22:34:25.131965
451,262465127,available,backorder,2024-05-15 22:34:25.131965
452,107663454,available,backorder,2024-05-15 22:34:25.131965
453,140722181,available,backorder,2024-05-15 22:34:25.131965
454,143280820,available,backorder,2024-05-15 22:34:25.131965
455,254083075,available,backorder,2024-05-15 22:34:25.131965
456,273541890,available,backorder,2024-05-15 22:34:25.131965
457,273572763,available,backorder,2024-05-15 22:34:25.131965
458,273542237,available,backorder,2024-05-15 22:34:25.131965
459,273541468,available,backorder,2024-05-15 22:34:25.131965
460,187015164,available,backorder,2024-05-15 22:34:25.131965
461,273541568,available,backorder,2024-05-15 22:34:25.131965
462,243013065,available,backorder,2024-05-15 22:34:25.131965
463,273542749,available,backorder,2024-05-15 22:34:25.131965
464,273541484,available,backorder,2024-05-15 22:34:25.131965
465,273572844,available,backorder,2024-05-15 22:34:25.131965
466,273572532,available,backorder,2024-05-15 22:34:25.131965
467,273573003,available,backorder,2024-05-15 22:34:25.131965
468,200844467,available,backorder,2024-05-15 22:34:25.131965
469,273541425,available,backorder,2024-05-15 22:34:25.131965
470,273542345,available,backorder,2024-05-15 22:34:25.131965
471,273541458,available,backorder,2024-05-15 22:34:25.131965
472,27918571,available,backorder,2024-05-15 22:34:25.131965
473,272909162,available,backorder,2024-05-15 22:34:25.131965
474,272911011,available,backorder,2024-05-15 22:34:25.131965
475,263394064,available,backorder,2024-05-15 22:34:25.131965
476,263394089,available,backorder,2024-05-15 22:34:25.131965
