ReferenceID,SubCategoryID,ProductID,BrandName
1795216934468,1795,216934468,Samsung
1795273553649,1795,273553649,OPPO
1795272273680,1795,272273680,Samsung
1795273897523,1795,273897523,Tecno
1795198968094,1795,198968094,Xiaomi
1795270164674,1795,270164674,OPPO
1795274037365,1795,274037365,POCO
1795274619667,1795,274619667,Samsung
1795274681250,1795,274681250,Samsung
1795272273169,1795,272273169,Samsung
1795274610514,1795,274610514,Samsung
1795274681248,1795,274681248,Samsung
1795198671718,1795,198671718,Samsung
1795249890677,1795,249890677,Xiaomi
1795197214015,1795,197214015,Apple
1795273438769,1795,273438769,Xiaomi
1795274762125,1795,274762125,Samsung
1795274545326,1795,274545326,OPPO
1795271973414,1795,271973414,Apple
1795230155305,1795,230155305,Xiaomi
1795270975124,1795,270975124,OPPO
1795271046571,1795,271046571,Xiaomi
1795273410030,1795,273410030,Samsung
1795230055130,1795,230055130,OPPO
1795244182370,1795,244182370,Samsung
1795207883258,1795,207883258,Oukitel
1795212329857,1795,212329857,Xiaomi
1795262660017,1795,262660017,Samsung
1795251407092,1795,251407092,Samsung
1795272200109,1795,272200109,Samsung
1795272834546,1795,272834546,Xiaomi
1795196348143,1795,196348143,OPPO
1795251514670,1795,251514670,Xiaomi
1795253443652,1795,253443652,Samsung
1795168317790,1795,168317790,Xiaomi
1795216092766,1795,216092766,OPPO
1795194462682,1795,194462682,ZTE
1795274724268,1795,274724268,Samsung
1795273186334,1795,273186334,Samsung
1795202035122,1795,202035122,OEM
1795242657652,1795,242657652,Samsung
1795263059025,1795,263059025,Samsung
1795248762051,1795,248762051,Samsung
1795273511450,1795,273511450,Xiaomi
1795274393574,1795,274393574,Xiaomi
1795272113804,1795,272113804,Vivo
1795249169833,1795,249169833,Samsung
1795273165324,1795,273165324,Xiaomi
1795250113073,1795,250113073,Xiaomi
1795273367316,1795,273367316,Xiaomi
1795208171115,1795,208171115,Oukitel
1795274638430,1795,274638430,Xiaomi
1795208193365,1795,208193365,Samsung
1795215543460,1795,215543460,Samsung
1795274456687,1795,274456687,Samsung
1795273438458,1795,273438458,Samsung
1795274030201,1795,274030201,Tecno
1795274365104,1795,274365104,Xiaomi
1795274162900,1795,274162900,OPPO
1795274608680,1795,274608680,Samsung
1795203278278,1795,203278278,Samsung
1795272151221,1795,272151221,Xiaomi
1795258373871,1795,258373871,Itel
1795273951550,1795,273951550,Samsung
1795274316036,1795,274316036,Samsung
1795272241346,1795,272241346,Samsung
1795270814388,1795,270814388,Tecno
1795273440662,1795,273440662,Xiaomi
1795203853390,1795,203853390,OPPO
1795273683300,1795,273683300,Samsung
1795271967379,1795,271967379,Apple
1795253443788,1795,253443788,Samsung
1795217559440,1795,217559440,Samsung
1795219392186,1795,219392186,OPPO
1795201631518,1795,201631518,Samsung
1795213587929,1795,213587929,Samsung
1795273359931,1795,273359931,Oukitel
1795248655651,1795,248655651,Samsung
1795204802771,1795,204802771,OPPO
1795191764688,1795,191764688,Xiaomi
1795270544863,1795,270544863,Samsung
1795263060294,1795,263060294,Samsung
1795273029857,1795,273029857,Samsung
1795251448280,1795,251448280,Samsung
1795272056193,1795,272056193,Xiaomi
1795267178005,1795,267178005,Samsung
1795242712931,1795,242712931,Samsung
1795196197701,1795,196197701,Samsung
1795274542983,1795,274542983,Samsung
1795272328188,1795,272328188,Samsung
1795263438008,1795,263438008,Masstel
1795215746882,1795,215746882,OPPO
1795250111470,1795,250111470,Xiaomi
1795273411607,1795,273411607,Samsung
1795271972435,1795,271972435,Apple
1795273610105,1795,273610105,Samsung
1795274405521,1795,274405521,Samsung
1795205750556,1795,205750556,OPPO
1795219397711,1795,219397711,Samsung
1795168779225,1795,168779225,Nokia
1795273498357,1795,273498357,Itel
1795273958619,1795,273958619,Xiaomi
1795263675862,1795,263675862,OPPO
1795274380639,1795,274380639,OPPO
1795188900310,1795,188900310,Nokia
1795249153684,1795,249153684,Realme
1795247829297,1795,247829297,Realme
1795273411606,1795,273411606,Samsung
1795273947792,1795,273947792,Samsung
1795270814412,1795,270814412,Tecno
1795274095168,1795,274095168,Xiaomi
1795272238679,1795,272238679,Samsung
1795197670818,1795,197670818,Samsung
1795263041214,1795,263041214,Tecno
1795252427658,1795,252427658,Tecno
1795272392928,1795,272392928,Samsung
1795270447782,1795,270447782,Nokia
1795115830124,1795,115830124,Xiaomi
1795191689727,1795,191689727,OPPO
1795273650151,1795,273650151,Ulefone
1795270714226,1795,270714226,Itel
1795204066551,1795,204066551,Samsung
1795271451188,1795,271451188,Xiaomi
1795271954384,1795,271954384,OPPO
1795242712374,1795,242712374,Samsung
1795249143473,1795,249143473,Samsung
1795176438844,1795,176438844,Xiaomi
1795264285233,1795,264285233,Xiaomi
1795248005118,1795,248005118,Samsung
1795245770806,1795,245770806,Samsung
1795247925719,1795,247925719,Samsung
1795165747145,1795,165747145,OEM
1795274415640,1795,274415640,Xiaomi
1795261962220,1795,261962220,Samsung
1795254125720,1795,254125720,Oukitel
1795181699053,1795,181699053,Xiaomi
1795198648645,1795,198648645,Xiaomi
1795189658085,1795,189658085,OPPO
1795274638822,1795,274638822,Xiaomi
1795270625677,1795,270625677,OPPO
1795214603586,1795,214603586,Samsung
1795192036708,1795,192036708,OPPO
1795274541336,1795,274541336,Vivo
1795126682340,1795,126682340,Xiaomi
1795272394241,1795,272394241,Samsung
1795215617756,1795,215617756,Samsung
1795273398391,1795,273398391,Ulefone
1795270260682,1795,270260682,Tecno
1795272850971,1795,272850971,Tecno
1795274638659,1795,274638659,Xiaomi
1795248929458,1795,248929458,Samsung
1795274069052,1795,274069052,Xiaomi
1795273258825,1795,273258825,Samsung
1795274625697,1795,274625697,Samsung
1795230203067,1795,230203067,OPPO
1795274693012,1795,274693012,Samsung
1795274160702,1795,274160702,Samsung
1795270814316,1795,270814316,Tecno
1795202269832,1795,202269832,Vivo
1795273990229,1795,273990229,Xiaomi
1795273412211,1795,273412211,Xiaomi
1795249956458,1795,249956458,Xiaomi
1795274172292,1795,274172292,Samsung
1794183330021,1794,183330021,Apple
1794184248127,1794,184248127,Apple
1794184253251,1794,184253251,Apple
1794150724369,1794,150724369,OEM
1794173557858,1794,173557858,Kindle
1794195317118,1794,195317118,OPPO
1794194498804,1794,194498804,OPPO
1794176909016,1794,176909016,HANET
1794162866839,1794,162866839,VNPT Technology
179472310352,1794,72310352,Vankyo
179472310420,1794,72310420,Vankyo
1794160450655,1794,160450655,Masstel
1794148696890,1794,148696890,OEM
1794271822675,1794,271822675,Samsung
1794262908601,1794,262908601,Oukitel
1794160434731,1794,160434731,Samsung
1794121059239,1794,121059239,Samsung
1794274868116,1794,274868116,Samsung
1794274101262,1794,274101262,Samsung
1794274840089,1794,274840089,Samsung
1794274840015,1794,274840015,Samsung
1794274626215,1794,274626215,Samsung
1794164697930,1794,164697930,Samsung
1794188948039,1794,188948039,Samsung
1794258787119,1794,258787119,Oukitel
1794263438199,1794,263438199,Masstel
1794274361820,1794,274361820,Nexta
1794186149961,1794,186149961,Samsung
1794217158870,1794,217158870,Samsung
1794273232944,1794,273232944,Masstel
1794274626262,1794,274626262,Samsung
1794274868043,1794,274868043,Samsung
1794274840058,1794,274840058,Samsung
1794249782771,1794,249782771,XELEX
1794136364272,1794,136364272,Masstel
1794273231495,1794,273231495,Masstel
1794274560616,1794,274560616,Nexta
1794271801317,1794,271801317,Oukitel
1794274364026,1794,274364026,Nexta
1794175851126,1794,175851126,Samsung
1794206218031,1794,206218031,Xiaomi
1794273407277,1794,273407277,Oukitel
1794273659145,1794,273659145,Masstel
1794274866839,1794,274866839,Samsung
1794205815576,1794,205815576,Apple
1794103168071,1794,103168071,Samsung
1794271364652,1794,271364652,Xiaomi
1794274164078,1794,274164078,Samsung
1794131028406,1794,131028406,OEM
1794181699208,1794,181699208,Samsung
1794273366493,1794,273366493,Ulefone
1794103168844,1794,103168844,Samsung
1794274840120,1794,274840120,Samsung
1794272362704,1794,272362704,Xiaomi
1794273348837,1794,273348837,Xiaomi
1794274625981,1794,274625981,Samsung
1794274625942,1794,274625942,Samsung
1794273559020,1794,273559020,Kindle
1794271799133,1794,271799133,Oukitel
1794225936344,1794,225936344,Samsung
1794158742790,1794,158742790,Samsung
1794213858174,1794,213858174,Samsung
1794160556149,1794,160556149,Samsung
1794273653444,1794,273653444,Kindle
1794273872197,1794,273872197,Samsung
1794105830021,1794,105830021,Samsung
1794273684137,1794,273684137,Masstel
1794274186881,1794,274186881,Samsung
1794274101255,1794,274101255,Samsung
1794274839897,1794,274839897,Samsung
1794274839974,1794,274839974,Samsung
1794274904904,1794,274904904,Samsung
1794188030974,1794,188030974,Oukitel
1794271284934,1794,271284934,Masstel
1794195177036,1794,195177036,Samsung
1794205897182,1794,205897182,Xiaomi
1794271822725,1794,271822725,Samsung
1794217158529,1794,217158529,Samsung
1794274663238,1794,274663238,Samsung
1794217561341,1794,217561341,Xiaomi
1794274840100,1794,274840100,Samsung
1794274164375,1794,274164375,Samsung
1794274626173,1794,274626173,Samsung
28856125182567,28856,125182567,Kindle
28856217706932,28856,217706932,Kindle
28856201067649,28856,201067649,Kindle
28856139632023,28856,139632023,Kobo
28856270794184,28856,270794184,Kobo
2885643924153,28856,43924153,Kindle
28856140940220,28856,140940220,Kobo
2885674776150,28856,74776150,Kobo
28856128895957,28856,128895957,OEM
28856118486668,28856,118486668,Kobo
28856185755283,28856,185755283,Onyx Boox
2885691281318,28856,91281318,Likebook
28856148701811,28856,148701811,Kobo
28856169651533,28856,169651533,	OEM
28856182850918,28856,182850918,OEM
28856177212711,28856,177212711,OEM
28856271218081,28856,271218081,Kindle
28856242434782,28856,242434782,Kindle
28856270707514,28856,270707514,Onyx Boox
28856173387789,28856,173387789,Kindle
28856153581522,28856,153581522,OEM
28856209927605,28856,209927605,Kindle
28856272222033,28856,272222033,Onyx Boox
2885625949745,28856,25949745,Kindle
28856252586291,28856,252586291,Kindle
28856273227290,28856,273227290,Kindle
28856274638556,28856,274638556,Kindle
28856179547641,28856,179547641,Kindle
28856271362153,28856,271362153,Kindle
28856217640502,28856,217640502,Kindle
28856247427990,28856,247427990,Kindle
28856169651528,28856,169651528,	OEM
28856248766283,28856,248766283,Kindle
28856209872337,28856,209872337,Kindle
28856258513251,28856,258513251,OEM
28856214756058,28856,214756058,Kindle
28856273175604,28856,273175604,Onyx Boox
28856263798932,28856,263798932,Onyx Boox
28856271530789,28856,271530789,Kindle
28856221518066,28856,221518066,Kindle
28856262706645,28856,262706645,Kindle
28856217505504,28856,217505504,Kindle
28856271329051,28856,271329051,Kindle
28856217548686,28856,217548686,Kindle
28856217505430,28856,217505430,Kindle
28856217645692,28856,217645692,Kindle
1796197654695,1796,197654695,Masstel
1796197652030,1796,197652030,Massel
1796197960169,1796,197960169,Masstel
1796168526284,1796,168526284,Nokia
1796184578632,1796,184578632,Itel
1796181452535,1796,181452535,Itel
1796167465972,1796,167465972,Masstel
1796167466044,1796,167466044,Masstel
1796167465704,1796,167465704,Masstel
1796170448099,1796,170448099,Masstel
1796197666071,1796,197666071,Masstel
1796125753416,1796,125753416,Nokia
1796125753291,1796,125753291,Nokia
1796197651936,1796,197651936,Massel
1796197907038,1796,197907038,Vtel
179684757299,1796,84757299,Itel
1796171852890,1796,171852890,Masstel
1796196176544,1796,196176544,Masstel
1796174085242,1796,174085242,Masstel
1796197905982,1796,197905982,Vtel
1796249730344,1796,249730344,Masstel
1796224873580,1796,224873580,Masstel
1796215097578,1796,215097578,Forme
1796197902452,1796,197902452,Masstel
1796252073075,1796,252073075,Masstel
1796251772653,1796,251772653,Masstel
1796271290719,1796,271290719,Masstel
1796252865847,1796,252865847,Forme
1796274019932,1796,274019932,Massel
1796271234577,1796,271234577,Nokia
1796248185228,1796,248185228,Masstel
1796252073056,1796,252073056,Mobell
1796252072952,1796,252072952,Nokia
1796274516951,1796,274516951,Masstel
1796212261734,1796,212261734,Masstel
1796248235765,1796,248235765,Masstel
1796270471106,1796,270471106,Nokia
1796215119245,1796,215119245,Forme
1796258766897,1796,258766897,Masstel
1796249851724,1796,249851724,Masstel
1796253380146,1796,253380146,Forme
1796274524033,1796,274524033,Masstel
1796200819471,1796,200819471,Mobell
1796191089547,1796,191089547,Nokia
1796274257669,1796,274257669,Masstel
1796200848570,1796,200848570,Mobell
1796200829966,1796,200829966,Mobell
1796215125094,1796,215125094,Forme
1796224186586,1796,224186586,Masstel
1796201001781,1796,201001781,Masstel
1796191636459,1796,191636459,Masstel
1796215135773,1796,215135773,Forme
1796270976558,1796,270976558,Mobell
1796271234313,1796,271234313,Nokia
1796160051501,1796,160051501,Masstel
1796217276360,1796,217276360,Mobell
1796200816374,1796,200816374,Forme
1796274019962,1796,274019962,Masstel
1796249730338,1796,249730338,Masstel
1796252073258,1796,252073258,Itel
1796271389593,1796,271389593,Nokia
1796274516245,1796,274516245,Masstel
1796167465856,1796,167465856,Masstel
1796270471101,1796,270471101,Nokia
1796171685825,1796,171685825,Nokia
1796249730334,1796,249730334,Masstel
1796252073151,1796,252073151,Nokia
1796271368354,1796,271368354,Nokia
1796263117493,1796,263117493,Masstel
1796225912504,1796,225912504,Forme
1796172920927,1796,172920927,Masstel
1796170449059,1796,170449059,Masstel
1796274524050,1796,274524050,Masstel
1796195894801,1796,195894801,Masstel
1796274424330,1796,274424330,Orange
8061163914808,8061,163914808,Panasonic
8061204237269,8061,204237269,Panasonic
8061181977398,8061,181977398,Panasonic
806131261844,8061,31261844,Huawei
806173842403,8061,73842403,OEM
806111415485,8061,11415485,Panasonic
8061170165701,8061,170165701,KTEL
806142333095,8061,42333095,Huawei
8061144200408,8061,144200408,OEM
8061117929342,8061,117929342,Panasonic
806111251711,8061,11251711,Panasonic
806116521748,8061,16521748,Panasonic
80614048581,8061,4048581,Panasonic
806123142193,8061,23142193,Panasonic
8061192694043,8061,192694043,Panasonic
8061117929538,8061,117929538,Panasonic
806147292697,8061,47292697,OEM
806131820638,8061,31820638,Panasonic
806155197731,8061,55197731,OEM
80614048043,8061,4048043,Panasonic
806129440849,8061,29440849,Flyingvoice
80614059671,8061,4059671,Panasonic
8061170727305,8061,170727305,Panasonic
806114508445,8061,14508445,Cisco
8061157835051,8061,157835051,Panasonic
8061257866809,8061,257866809,OEM
8061121154009,8061,121154009,OEM
806111376644,8061,11376644,Panasonic
8061113475741,8061,113475741,Panasonic
806194453667,8061,94453667,Yealink
806152326343,8061,52326343,Cisco
806154882670,8061,54882670,OEM
8061156222386,8061,156222386,Panasonic
806154989813,8061,54989813,OEM
806116518032,8061,16518032,Panasonic
806152481412,8061,52481412,OEM
8061117347869,8061,117347869,Yealink
806154683561,8061,54683561,OEM
8061125171841,8061,125171841,Panasonic
806115428119,8061,15428119,Cisco
8061170165658,8061,170165658,KTEL
806123865953,8061,23865953,Panasonic
8061172537996,8061,172537996,Alcatel
8061136199385,8061,136199385,OEM
8061258330471,8061,258330471,OEM
8061252884859,8061,252884859,Panasonic
806153380152,8061,53380152,Fanvil
8061220678495,8061,220678495,Yealink
8061198868735,8061,198868735,Grandstream
8061220670303,8061,220670303,Yealink
8061257861524,8061,257861524,OEM
806152002453,8061,52002453,Cisco
8061173789184,8061,173789184,Uniden
8061258668285,8061,258668285,Panasonic
8061102620086,8061,102620086,Yealink
8061226552005,8061,226552005,Panasonic
806116518729,8061,16518729,Panasonic
8061274869053,8061,274869053,Panasonic
8061198868573,8061,198868573,Grandstream
806158146831,8061,58146831,OEM
806129446449,8061,29446449,OEM
8061252884932,8061,252884932,Panasonic
29010108924121,29010,108924121,Dell
29010191659040,29010,191659040,Lenovo
29010183743642,29010,183743642,Lenovo
29010190725476,29010,190725476,HP
29010146563301,29010,146563301,Lenovo
29010187188428,29010,187188428,HP
29010186984673,29010,186984673,HP
29010179403775,29010,179403775,Acer
29010127377025,29010,127377025,HP
29010143022294,29010,143022294,Acer
29010155530449,29010,155530449,HP
29010180396084,29010,180396084,Lenovo
29010179167744,29010,179167744,Acer
29010151839086,29010,151839086,HP
29010180396187,29010,180396187,HP
29010163871476,29010,163871476,HP
29010180396111,29010,180396111,HP
29010135268243,29010,135268243,HP
29010155831428,29010,155831428,Dell
2901070692002,29010,70692002,Dell
2901077117709,29010,77117709,Lenovo
29010160305537,29010,160305537,Microsoft
29010177639585,29010,177639585,Chuwi
29010177455788,29010,177455788,Lenovo Thinkpad
29010189466548,29010,189466548,HP
29010177631977,29010,177631977,Chuwi
29010177614108,29010,177614108,Chuwi
29010180396082,29010,180396082,Lenovo
29010161225920,29010,161225920,HP
2901067982880,29010,67982880,Lenovo
29010134947044,29010,134947044,Dell
29010179408253,29010,179408253,Acer
29010174216794,29010,174216794,HP
29010190725467,29010,190725467,Dell
29010106318753,29010,106318753,Dell
29010192926769,29010,192926769,Dell
29010197751617,29010,197751617,Dell
29010183243309,29010,183243309,Lenovo
29010140743794,29010,140743794,Dell
29010173151886,29010,173151886,Asus
29010196907103,29010,196907103,HP
29010191694005,29010,191694005,HP
29010189572223,29010,189572223,Asus
29010136940990,29010,136940990,HP
29010160445791,29010,160445791,Lenovo
29010169264166,29010,169264166,HP
29010121405779,29010,121405779,Lenovo
29010189365717,29010,189365717,HP
29010196161158,29010,196161158,Dell
29010164397018,29010,164397018,HP
29010155530453,29010,155530453,HP
29010186434417,29010,186434417,HP
29010189572199,29010,189572199,Asus
29010189696941,29010,189696941,HP
29010180396140,29010,180396140,Acer
29010163871484,29010,163871484,HP
29010186985454,29010,186985454,HP
29010136951412,29010,136951412,HP
29010196911702,29010,196911702,HP
29010143172648,29010,143172648,Acer
29010196906988,29010,196906988,HP
29010162188204,29010,162188204,HP
29010136975279,29010,136975279,HP
29010136979185,29010,136979185,HP
29010186479817,29010,186479817,HP
29010186479612,29010,186479612,HP
29010196909214,29010,196909214,HP
29010189698164,29010,189698164,HP
29010158583026,29010,158583026,MSI 
29010172472210,29010,172472210,Lenovo
29010189466659,29010,189466659,HP
29010155974507,29010,155974507,HP
29010186191702,29010,186191702,HP
29010134496483,29010,134496483,HP
29010197770991,29010,197770991,Dell
29010151676582,29010,151676582,HP
29010193859847,29010,193859847,Acer
29010189697988,29010,189697988,HP
29010160449446,29010,160449446,Acer
29010158583221,29010,158583221,MSI 
29010189696865,29010,189696865,HP
29010190725443,29010,190725443,HP
29010136983195,29010,136983195,HP
29010189696649,29010,189696649,HP
29010187196562,29010,187196562,HP
29010189700810,29010,189700810,HP
29010186434665,29010,186434665,HP
29010164960057,29010,164960057,Dell
29010191726143,29010,191726143,HP
29010186635020,29010,186635020,HP
29010189696547,29010,189696547,HP
29010191717423,29010,191717423,HP
29010160449183,29010,160449183,Acer
2901092555400,29010,92555400,OEM
29010160449181,29010,160449181,Acer
29010141322626,29010,141322626,Lenovo
29010189700471,29010,189700471,HP
29010179409290,29010,179409290,Acer
29010137127320,29010,137127320,HP
29010155530401,29010,155530401,HP
29010189700765,29010,189700765,HP
29010186633058,29010,186633058,HP
29010191723144,29010,191723144,HP
29010179377370,29010,179377370,Acer
29010117806374,29010,117806374,OEM
29010273486388,29010,273486388,HP
29010201967460,29010,201967460,Lenovo
29010273531041,29010,273531041,HP
29010201509133,29010,201509133,HP
29010225205695,29010,225205695,Dell
29010263753733,29010,263753733,Asus
29010273279238,29010,273279238,Dell
29010213818760,29010,213818760,HP
29010273513557,29010,273513557,Asus
29010273602684,29010,273602684,HP
29010249160185,29010,249160185,HP
29010199264057,29010,199264057,Dell
29010193125722,29010,193125722,HP
29010273643995,29010,273643995,HP
29010273464609,29010,273464609,HP
29010214863346,29010,214863346,LG
29010272354928,29010,272354928,Asus
29010199053702,29010,199053702,Lenovo
29010225917288,29010,225917288,HP
29010206136948,29010,206136948,HP
29010273587244,29010,273587244,HP
29010273379339,29010,273379339,HP
29010251546151,29010,251546151,HP
29010253300191,29010,253300191,HP
29010273463773,29010,273463773,HP
29010274368044,29010,274368044,Acer
29010199631690,29010,199631690,Dell
29010214615804,29010,214615804,HP
29010198984680,29010,198984680,HP
29010273456189,29010,273456189,HP
29010195891630,29010,195891630,HP
29010205305631,29010,205305631,HP
29010214863371,29010,214863371,LG
29010273519255,29010,273519255,HP
29010273217826,29010,273217826,Dell
29010251547656,29010,251547656,HP
29010248277859,29010,248277859,Dell
29010198593149,29010,198593149,HP
29010224114093,29010,224114093,Dell
29010251545181,29010,251545181,HP
29010273532075,29010,273532075,HP
29010214615798,29010,214615798,HP
29010206862580,29010,206862580,Lenovo
29010180396090,29010,180396090,Lenovo
29010190507969,29010,190507969,Lenovo
29010225206695,29010,225206695,Dell
29010252356843,29010,252356843,Dell
29010273231355,29010,273231355,Dell
29010192729516,29010,192729516,HP
29010273645818,29010,273645818,HP
29010273520127,29010,273520127,HP
29010215097522,29010,215097522,Lenovo
29010198592225,29010,198592225,HP
29010225363237,29010,225363237,LG
29010252174150,29010,252174150,Lenovo
29010198592513,29010,198592513,HP
29010210941889,29010,210941889,HP
29010251546384,29010,251546384,HP
29010225226354,29010,225226354,HP
29010249085376,29010,249085376,HP
29010204677811,29010,204677811,Dell
29010214615797,29010,214615797,HP
29010214593527,29010,214593527,HP
29010210941880,29010,210941880,HP
29010270237378,29010,270237378,MSI 
29010251547580,29010,251547580,HP
29010273537223,29010,273537223,HP
29010248266752,29010,248266752,Dell
29010205996228,29010,205996228,HP
29010274503930,29010,274503930,Dell
29010263450606,29010,263450606,HP
29010225917268,29010,225917268,HP
29010135092859,29010,135092859,Dell
29010214615807,29010,214615807,HP
29010262692522,29010,262692522,Dell
29010273214573,29010,273214573,Dell
29010273664679,29010,273664679,HP
29010207041896,29010,207041896,Dell
29010249033674,29010,249033674,HP
29010225934432,29010,225934432,LG
29010247829105,29010,247829105,Dell
29010214619356,29010,214619356,HP
29010249136428,29010,249136428,HP
29010199104660,29010,199104660,HP
29010248542157,29010,248542157,HP
29010244299479,29010,244299479,Lenovo
29010272526551,29010,272526551,Acer
29010251545298,29010,251545298,HP
29010273495791,29010,273495791,HP
29010247443969,29010,247443969,Asus
29010190725464,29010,190725464,HP
29010213998715,29010,213998715,Dell
29010252566338,29010,252566338,Asus
29010273495615,29010,273495615,HP
29010248808510,29010,248808510,HP
29010252011523,29010,252011523,OEM
29010222680363,29010,222680363,Dell
