id,sku,name,url_key,url_path,brand_name,price,list_price,discount,discount_rate,rating_average,review_count,thumbnail_url,productset_id,seller_product_id,bundle_deal,quantity_sold,original_price,shippable,availability,primary_category_path,product_reco_score,seller_id
201067649,2.91E+12,Combo máy đọc sách Kindle Paperwhite 5 (11th gen) tặng kèm bao da ( Cover ) - Hàng nhập khẩu,combo-may-doc-sach-kindle-paperwhite-5-8gb-black-11th-gen-tang-kem-bao-da-cover-hang-nhap-khau-p201067649,combo-may-doc-sach-kindle-paperwhite-5-8gb-black-11th-gen-tang-kem-bao-da-cover-hang-nhap-khau-p201067649.html?spid=189885461,Kindle,3849000,0,251000,6,5,106,https://salt.tikicdn.com/cache/280x280/ts/product/9d/ca/e8/d1025cb8c905c4b554cb221e15640ad8.jpg,2653,189885461,FALSE,"{'text': 'Đã bán 490', 'value': 490}",4100000,TRUE,1,1/2/1789/28856,0,106499
252586291,9.71E+12,Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) - Hàng chính hãng,may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-hang-nhap-khau-p252586291,may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-hang-nhap-khau-p252586291.html?spid=127461186,Kindle,3751100,0,238900,6,5,100,https://salt.tikicdn.com/cache/280x280/ts/product/3a/6a/88/f93cc07bc0e6720dcc823db7679dc7a1.jpg,2653,127461186,FALSE,"{'text': 'Đã bán 464', 'value': 464}",3990000,TRUE,1,1/2/1789/28856,0,106499
217706932,1.90E+12,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da - Hàng nhập khẩu,combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-va-bao-da-hang-nhap-khau-p217706932,combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-va-bao-da-hang-nhap-khau-p217706932.html?spid=161964617,Kindle,3630000,0,0,0,5,123,https://salt.tikicdn.com/cache/280x280/ts/product/5a/a9/fd/6fe6aa80db8a8c896ea852619df906f2.jpg,2653,161964617,FALSE,"{'text': 'Đã bán 468', 'value': 468}",3630000,TRUE,1,1/2/1789/28856,0,38963
163914808,5.12E+12,Điện thoại bàn Panasonic  KX-TS500MX-hàng chính hãng,dien-thoai-ban-kxts500-hang-chinh-hang-p163914808,dien-thoai-ban-kxts500-hang-chinh-hang-p163914808.html?spid=163914810,Panasonic,300000,0,0,0,5,125,https://salt.tikicdn.com/cache/280x280/ts/product/be/09/b7/55917b01ae380cdb1e6acce0ae683370.jpg,2651,163914810,FALSE,"{'text': 'Đã bán 834', 'value': 834}",300000,TRUE,1,1/2/1789/8061,0,113592
121059239,4.70E+12,Máy Tính Bảng Samsung Galaxy Tab A7 Lite T225 3GB/32GB - Hàng Chính Hãng,may-tinh-bang-samsung-galaxy-tab-a7-lite-t225-3gb-32gb-hang-chinh-hang-p121059239,may-tinh-bang-samsung-galaxy-tab-a7-lite-t225-3gb-32gb-hang-chinh-hang-p121059239.html?spid=121059241,Samsung,3389000,0,1601000,32,5,94,https://salt.tikicdn.com/cache/280x280/ts/product/0f/c1/7c/ffaf035d28356283d4890b0142b2a66a.jpg,2645,121059241,FALSE,"{'text': 'Đã bán 335', 'value': 335}",4990000,TRUE,1,1/2/1789/1794,0,29952
120295859,8.00E+12,Điện Thoại Nokia C30 (2GB/32GB) - Hàng Chính Hãng,dien-thoai-nokia-c30-2gb-32gb-hang-chinh-hang-p120295859,dien-thoai-nokia-c30-2gb-32gb-hang-chinh-hang-p120295859.html?spid=120295861,Nokia,1490000,0,500000,25,4.7,210,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/83/ac/8c/63a5adef59b800f2152df4f6bb3ff44b.png,2647,120295861,FALSE,"{'text': 'Đã bán 882', 'value': 882}",1990000,TRUE,1,1/2/1789/1795,0,1
175845367,9.57E+12,Điện Thoại Samsung Galaxy S20 FE (8GB/256GB) Xanh Thanh Mát - Đã kích hoạt bảo hành điện tử - Hàng Chính Hãng,dien-thoai-samsung-galaxy-s20-fe-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p175845367,dien-thoai-samsung-galaxy-s20-fe-8gb-256gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p175845367.html?spid=175845371,Samsung,7090000,0,2900000,29,4.8,219,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/95/2f/8d/c15e65f7ae1fe42ecaf1141a147bc653.png,2647,175845371,FALSE,"{'text': 'Đã bán 729', 'value': 729}",9990000,TRUE,1,1/2/1789/1795,0,1
123345348,1.67E+12,Apple iPhone 12,apple-iphone-12-hang-chinh-hang-p123345348,apple-iphone-12-hang-chinh-hang-p123345348.html?spid=70766425,Apple,12490000,0,4500000,26,5,1277,https://salt.tikicdn.com/cache/280x280/ts/product/e0/c9/78/e028f9346e1922b0aadc750f272609c3.jpg,2647,70766425,FALSE,"{'text': 'Đã bán 2.8k', 'value': 2801}",16990000,TRUE,1,1/2/1789/1795,0,1
163914808,5.12E+12,Điện thoại bàn Panasonic  KX-TS500MX-hàng chính hãng,dien-thoai-ban-kxts500-hang-chinh-hang-p163914808,dien-thoai-ban-kxts500-hang-chinh-hang-p163914808.html?spid=163914810,Panasonic,300000,0,0,0,5,125,https://salt.tikicdn.com/cache/280x280/ts/product/be/09/b7/55917b01ae380cdb1e6acce0ae683370.jpg,2651,163914810,FALSE,"{'text': 'Đã bán 834', 'value': 834}",300000,TRUE,1,1/2/1789/8061,0,113592
217706932,2.42E+12,Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da - Hàng nhập khẩu,combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-va-bao-da-hang-nhap-khau-p217706932,combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-va-bao-da-hang-nhap-khau-p217706932.html?spid=161964619,Kindle,3630000,0,0,0,5,123,https://salt.tikicdn.com/cache/280x280/ts/product/49/a2/d4/83480282bdbfdf80ce2cfd66ce99ee23.jpg,2653,161964619,FALSE,"{'text': 'Đã bán 468', 'value': 468}",3630000,TRUE,1,1/2/1789/28856,0,38963
