Child_ID,Child_Name,Parent_ID,Parent_Name,Group_ID,Group_Name
3710,Decal & giấy dán tường,1973,Trang trí nhà cửa,1883,Nhà Cửa - Đời Sống
23778,Decal & giấy dán kính,1973,Trang trí nhà cửa,1883,Nhà Cửa - Đời Sống
1980,Đồng hồ,1973,Trang trí nhà cửa,1883,Nhà Cửa - Đời Sống
11222,Tranh trang trí,1973,Trang trí nhà cửa,1883,Nhà Cửa - Đời Sống
23806,Trang trí nhà cửa,1973,Trang trí nhà cửa,1883,Nhà Cửa - Đời Sống
5848,Vật phẩm phong thủy,1973,Trang trí nhà cửa,1883,Nhà Cửa - Đời Sống
2016,Đèn bàn,2015,Đèn & thiết bị chiếu sáng,1883,Nhà Cửa - Đời Sống
2018,Đèn pin,2015,Đèn & thiết bị chiếu sáng,1883,Nhà Cửa - Đời Sống
2019,Đèn ngủ,2015,Đèn & thiết bị chiếu sáng,1883,Nhà Cửa - Đời Sống
23236,Đèn ngoài trời,2015,Đèn & thiết bị chiếu sáng,1883,Nhà Cửa - Đời Sống
23238,Đèn trần,2015,Đèn & thiết bị chiếu sáng,1883,Nhà Cửa - Đời Sống
23242,Đèn cảm ứng,2015,Đèn & thiết bị chiếu sáng,1883,Nhà Cửa - Đời Sống
23246,Đèn khác,2015,Đèn & thiết bị chiếu sáng,1883,Nhà Cửa - Đời Sống
2020,Đèn diệt côn trùng,2015,Đèn & thiết bị chiếu sáng,1883,Nhà Cửa - Đời Sống
23802,"Đèn xông tinh dầu, tinh dầu và phụ kiện",2015,Đèn & thiết bị chiếu sáng,1883,Nhà Cửa - Đời Sống
5995,"Áo mưa, ô dù và phụ kiện đi mưa",2223,Ngoài trời & sân vườn,1883,Nhà Cửa - Đời Sống
3879,Dụng cụ làm vườn,2223,Ngoài trời & sân vườn,1883,Nhà Cửa - Đời Sống
8316,Máy xịt rửa và phụ kiện,2223,Ngoài trời & sân vườn,1883,Nhà Cửa - Đời Sống
23422,Ngoại thất sân vườn,2223,Ngoài trời & sân vườn,1883,Nhà Cửa - Đời Sống
23434,Bể bơi và phụ kiện,2223,Ngoài trời & sân vườn,1883,Nhà Cửa - Đời Sống
23446,Dụng cụ ngoài trời khác,2223,Ngoài trời & sân vườn,1883,Nhà Cửa - Đời Sống
2685,Khăn,1966,Đồ dùng và thiết bị nhà tắm,1883,Nhà Cửa - Đời Sống
2339,Phụ kiện nhà tắm,1966,Đồ dùng và thiết bị nhà tắm,1883,Nhà Cửa - Đời Sống
23258,Kệ nhà tắm,1966,Đồ dùng và thiết bị nhà tắm,1883,Nhà Cửa - Đời Sống
23264,Thiết bị phòng tắm,1966,Đồ dùng và thiết bị nhà tắm,1883,Nhà Cửa - Đời Sống
23044,Phụ kiện giặt ủi,1966,Đồ dùng và thiết bị nhà tắm,1883,Nhà Cửa - Đời Sống
23018,Dụng cụ vệ sinh,1966,Đồ dùng và thiết bị nhà tắm,1883,Nhà Cửa - Đời Sống
4452,Bảo hộ lao động,1974,Sửa chữa nhà cửa,1883,Nhà Cửa - Đời Sống
12984,Xe đẩy hàng,1974,Sửa chữa nhà cửa,1883,Nhà Cửa - Đời Sống
12986,"Sơn, dầu mỡ, hóa chất",1974,Sửa chữa nhà cửa,1883,Nhà Cửa - Đời Sống
2759,Bộ dụng cụ đa năng,1974,Sửa chữa nhà cửa,1883,Nhà Cửa - Đời Sống
12980,"Đá cắt, que hàn, cưa & lưỡi cưa",1974,Sửa chữa nhà cửa,1883,Nhà Cửa - Đời Sống
2327,Thang nhôm,1974,Sửa chữa nhà cửa,1883,Nhà Cửa - Đời Sống
2760,Dụng cụ sửa chữa nhà cửa,1974,Sửa chữa nhà cửa,1883,Nhà Cửa - Đời Sống
27188,Thiết bị đo lường,1974,Sửa chữa nhà cửa,1883,Nhà Cửa - Đời Sống
2806,"Thùng đồ nghề, túi công cụ",1974,Sửa chữa nhà cửa,1883,Nhà Cửa - Đời Sống
23450,Đàn piano,10068,Nhạc cụ,1883,Nhà Cửa - Đời Sống
23462,Amply,10068,Nhạc cụ,1883,Nhà Cửa - Đời Sống
23464,Đàn organ,10068,Nhạc cụ,1883,Nhà Cửa - Đời Sống
23466,"Đàn guitar, ukulele",10068,Nhạc cụ,1883,Nhà Cửa - Đời Sống
23468,Phụ kiện đàn,10068,Nhạc cụ,1883,Nhà Cửa - Đời Sống
10076,Nhạc cụ dân tộc,10068,Nhạc cụ,1883,Nhà Cửa - Đời Sống
10074,"Kèn, Trống & Phụ kiện",10068,Nhạc cụ,1883,Nhà Cửa - Đời Sống
23552,Phụ kiện khác,10068,Nhạc cụ,1883,Nhà Cửa - Đời Sống
10073,Các loại đàn khác,10068,Nhạc cụ,1883,Nhà Cửa - Đời Sống
23056,Bộ đồ thờ,23054,Đồ thờ cúng,1883,Nhà Cửa - Đời Sống
23058,"Lư trầm, bát hương, bát nhang",23054,Đồ thờ cúng,1883,Nhà Cửa - Đời Sống
23072,Bàn thờ,23054,Đồ thờ cúng,1883,Nhà Cửa - Đời Sống
23078,"Hương, nhang",23054,Đồ thờ cúng,1883,Nhà Cửa - Đời Sống
23082,Phụ kiện thờ cúng,23054,Đồ thờ cúng,1883,Nhà Cửa - Đời Sống
2552,Tã dán,2551,"Tã, Bỉm",2549,Đồ Chơi - Mẹ & Bé
10414,Miếng lót sơ sinh,2551,"Tã, Bỉm",2549,Đồ Chơi - Mẹ & Bé
2553,Tã quần,2551,"Tã, Bỉm",2549,Đồ Chơi - Mẹ & Bé
10415,Tã giấy,2551,"Tã, Bỉm",2549,Đồ Chơi - Mẹ & Bé
2554,Tã vải,2551,"Tã, Bỉm",2549,Đồ Chơi - Mẹ & Bé
10417,Tã bỉm dành cho người lớn,2551,"Tã, Bỉm",2549,Đồ Chơi - Mẹ & Bé
2555,Khăn giấy ướt cho bé,2551,"Tã, Bỉm",2549,Đồ Chơi - Mẹ & Bé
2600,Sữa bột cho bé,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
10419,Sữa công thức pha sẵn,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
2606,Bột ăn dặm,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
10423,Vitamins,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
10424,Nước trái cây cho bé,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
6570,Bánh ăn dặm,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
10448,Bánh quy,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
6571,Thực phẩm chế biến sẵn,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
6572,Dầu ăn cho bé,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
2609,Trà và Thức uống cho bé,8339,Dinh dưỡng cho bé,2549,Đồ Chơi - Mẹ & Bé
2556,Đồ dùng ăn uống cho bé,11601,Đồ dùng cho bé,2549,Đồ Chơi - Mẹ & Bé
2567,Đồ dùng vệ sinh cho bé,11601,Đồ dùng cho bé,2549,Đồ Chơi - Mẹ & Bé
2585,Đồ dùng phòng ngủ cho bé,11601,Đồ dùng cho bé,2549,Đồ Chơi - Mẹ & Bé
2584,Đồ dùng bảo vệ bé,11601,Đồ dùng cho bé,2549,Đồ Chơi - Mẹ & Bé
2576,Dụng cụ chăm sóc sức khỏe,11601,Đồ dùng cho bé,2549,Đồ Chơi - Mẹ & Bé
2593,Đồ dùng đi chơi,11601,Đồ dùng cho bé,2549,Đồ Chơi - Mẹ & Bé
1948,"Lắp ghép, Xếp hình",5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
8469,Đồ chơi điều khiển,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
1938,"Búp bê, Thú bông",5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
2848,Đồ chơi gỗ,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
4493,Đồ chơi mô hình,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
4506,Đồ chơi giáo dục,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
10523,Đồ chơi thủ công,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
4604,Đồ chơi nhạc cụ,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
4594,Đồ chơi vận động,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
4505,Boardgame,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
4500,"Bột nặn, Cát nặn",5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
10445,Cờ,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
4504,Lều thảm,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
4601,Đồ chơi sơ sinh,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
10536,Đồ chơi ảo thuật,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
10537,Trò chơi dân gian,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
10538,Trò chơi trí tuệ,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
10539,Video games,5250,Đồ chơi,2549,Đồ Chơi - Mẹ & Bé
6580,"Máy hút sữa, Túi trữ sữa",2640,"Chăm sóc mẹ mang thai, sau sinh",2549,Đồ Chơi - Mẹ & Bé
10556,Đai đỡ bụng bầu,2640,"Chăm sóc mẹ mang thai, sau sinh",2549,Đồ Chơi - Mẹ & Bé
2654,"Đai nịt bụng, Quần tạo dáng sau sinh",2640,"Chăm sóc mẹ mang thai, sau sinh",2549,Đồ Chơi - Mẹ & Bé
2656,"Dung dịch tắm gội, Chăm sóc da",2640,"Chăm sóc mẹ mang thai, sau sinh",2549,Đồ Chơi - Mẹ & Bé
10559,Phương pháp dân gian,2640,"Chăm sóc mẹ mang thai, sau sinh",2549,Đồ Chơi - Mẹ & Bé
6581,Phụ kiện cho mẹ,2640,"Chăm sóc mẹ mang thai, sau sinh",2549,Đồ Chơi - Mẹ & Bé
10571,Que thử thai,10570,Chuẩn bị mang thai,2549,Đồ Chơi - Mẹ & Bé
4386,Vệ sinh nhà cửa,15078,Chăm sóc nhà cửa,2549,Đồ Chơi - Mẹ & Bé
4399,Vệ sinh nhà bếp,15078,Chăm sóc nhà cửa,2549,Đồ Chơi - Mẹ & Bé
4400,Vệ sinh nhà tắm,15078,Chăm sóc nhà cửa,2549,Đồ Chơi - Mẹ & Bé
4388,Khăn giấy,15078,Chăm sóc nhà cửa,2549,Đồ Chơi - Mẹ & Bé
4387,Giặt giũ & Chăm sóc quần áo,15078,Chăm sóc nhà cửa,2549,Đồ Chơi - Mẹ & Bé
5191,Thời trang bầu,11603,Thời Trang Cho Mẹ Và Bé,2549,Đồ Chơi - Mẹ & Bé
5188,Thời trang sơ sinh,11603,Thời Trang Cho Mẹ Và Bé,2549,Đồ Chơi - Mẹ & Bé
5189,Thời trang bé gái,11603,Thời Trang Cho Mẹ Và Bé,2549,Đồ Chơi - Mẹ & Bé
5190,Thời trang bé trai,11603,Thời Trang Cho Mẹ Và Bé,2549,Đồ Chơi - Mẹ & Bé
5192,Phụ kiện cho bé,11603,Thời Trang Cho Mẹ Và Bé,2549,Đồ Chơi - Mẹ & Bé
1804,Tai Nghe Có Dây,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
1811,Tai Nghe Bluetooth,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
1805,Loa Nghe Nhạc,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
28642,Micro,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
20170,DAC và Amplifier Di Động,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
28656,Máy Thu và Máy Phát Âm Thanh,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
30374,Thiết Bị Âm Thanh,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
28858,Thiết bị phát Streaming,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
7078,Máy radio cassette,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
7079,"Receivers, Amplifier, Mixer",8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
26652,Micro Karaoke - sân khấu,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
28872,Bộ giải mã âm thanh DAC,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
8068,Phụ kiện âm thanh,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
7077,"Đầu CD, DVD, karaoke, Blu-ray",8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
4966,Dàn âm thanh ,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
7075,Loa,8215,Thiết Bị Âm Thanh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
12676,Đĩa Game,2667,Thiết Bị Chơi Game và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
7273,Ghế Gaming,2667,Thiết Bị Chơi Game và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
8251,Máy Chơi Game - Console,2667,Thiết Bị Chơi Game và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
6742,Phụ Kiện Gaming,2667,Thiết Bị Chơi Game và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
9013,Tay Bấm Game - Thiết Bị Điều Khiển,2667,Thiết Bị Chơi Game và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
8040,Mắt Kính Thông Minh,8039,Thiết Bị Đeo Thông Minh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
8042,Thiết Bị Thực Tế Ảo VR,8039,Thiết Bị Đeo Thông Minh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
2657,Đồng Hồ Thông Minh,8039,Thiết Bị Đeo Thông Minh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
8043,Vòng Đeo Thông Minh - Vòng Theo Dõi Vận Động,8039,Thiết Bị Đeo Thông Minh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
28420,Phụ Kiện Thiết Bị Đeo Thông Minh,8039,Thiết Bị Đeo Thông Minh và Phụ Kiện,1815,Thiết Bị Số - Phụ Kiện Số
28436,Thiết Bị Số - Thiết Bị Thông Minh,28432,Thiết Bị Thông Minh và Linh Kiện Điện Tử,1815,Thiết Bị Số - Phụ Kiện Số
20246,Mạch Điện Lập Trình và Linh Kiện Điện Tử,28432,Thiết Bị Thông Minh và Linh Kiện Điện Tử,1815,Thiết Bị Số - Phụ Kiện Số
28448,Thẻ Nhớ và Bộ Nhớ Mở Rộng,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
10691,SIM Điện Thoại,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
1821,Pin Sạc Dự Phòng,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
1823,Dây Sạc - Dây Cáp,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
3803,Adapter - Củ Sạc,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
20234,Linh Kiện Thay Thế,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
20242,Dụng Cụ Sửa Chữa và Vệ Sinh,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
20220,Giá Đỡ - Chân Đế - Móc Dán,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
20236,Túi Bảo Vệ - Túi Chống Nước,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
20244,Hộp Đựng - Túi Đựng Phụ Kiện,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
20240,Vòng Đeo - Đai Đeo,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
20222,Dây Đeo và Phụ Kiện Trang Trí,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
1824,Miếng Dán Màn Hình,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
1822,Bao Da - Ốp Lưng,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
20238,Bàn Phím Rời - Bút Cảm Ứng,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
28620,Phụ Kiện Chụp Hình,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
28624,Phụ Kiện Chơi Game,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
1819,Phụ Kiện Di Động Khác,8214,Phụ Kiện Điện Thoại và Máy Tính Bảng,1815,Thiết Bị Số - Phụ Kiện Số
28672,Dụng Cụ Vệ Sinh và Sửa Chữa,28670,Phụ kiện máy tính và Laptop,1815,Thiết Bị Số - Phụ Kiện Số
7795,Phụ Kiện Laptop,28670,Phụ kiện máy tính và Laptop,1815,Thiết Bị Số - Phụ Kiện Số
4880,Webcam Máy Tính,28670,Phụ kiện máy tính và Laptop,1815,Thiết Bị Số - Phụ Kiện Số
28688,Bút Trình Chiếu,28670,Phụ kiện máy tính và Laptop,1815,Thiết Bị Số - Phụ Kiện Số
1831,Bàn Di Chuột - Miếng Lót Chuột,28670,Phụ kiện máy tính và Laptop,1815,Thiết Bị Số - Phụ Kiện Số
