group_id,name,image_url
11035954,Máy tính & Laptop,https://down-vn.img.susercontent.com/file/c3f3edfaa9f6dafc4825b77d8449999d
11036030,Điện Thoại và Phụ Kiện,https://down-vn.img.susercontent.com/file/31234a27876fb89cd522d7e3db1ba5ca
