PricingID,ProductID,CurrentPrice,OriginalPrice,LastUpdated
91,188896580,7670000,7670000,2024-05-15 21:52:56.799030
92,252680403,9690000,9690000,2024-05-15 21:52:56.799030
93,252680559,16990000,16990000,2024-05-15 21:52:56.799030
94,72082905,7590000,7590000,2024-05-15 21:52:56.799030
95,69904929,5900000,5900000,2024-05-15 21:52:56.799030
96,169039064,1450000,1450000,2024-05-15 21:52:56.799030
97,125893668,1320000,1320000,2024-05-15 21:52:56.799030
98,129937282,10750000,10750000,2024-05-15 21:52:56.799030
99,44984825,1690000,1690000,2024-05-15 21:52:56.799030
100,274461881,1180000,1990000,2024-05-15 21:52:56.799030
101,252174854,11400000,11400000,2024-05-15 21:52:56.799030
102,48984949,1095000,1095000,2024-05-15 21:52:56.799030
103,273356088,3790000,3790000,2024-05-15 21:52:56.799030
104,262082497,1349000,1349000,2024-05-15 21:52:56.799030
105,271411861,16800000,16800000,2024-05-15 21:52:56.799030
106,271416950,3984000,3984000,2024-05-15 21:52:56.799030
107,77182076,3790000,3790000,2024-05-15 21:52:56.799030
108,263389345,3180000,3180000,2024-05-15 21:52:56.799030
109,274763756,3300000,3300000,2024-05-15 21:52:56.799030
110,59275108,640000,640000,2024-05-15 21:52:56.799030
111,458163,371000,371000,2024-05-15 21:52:56.799030
112,32753254,1781000,1781000,2024-05-15 21:52:56.799030
113,73937067,690000,690000,2024-05-15 21:52:56.799030
114,178713835,690000,690000,2024-05-15 21:52:56.799030
115,54686649,680000,680000,2024-05-15 21:52:56.799030
116,212945220,629000,629000,2024-05-15 21:52:56.799030
117,273054332,2860000,2860000,2024-05-15 21:52:56.799030
118,272840052,4900000,4900000,2024-05-15 21:52:56.799030
119,216450913,10500000,10500000,2024-05-15 21:52:56.799030
120,273791756,4990000,4990000,2024-05-15 21:52:56.799030
121,225208138,1884000,1884000,2024-05-15 21:52:56.799030
122,274849726,3590000,3590000,2024-05-15 21:52:56.799030
123,15507113,1500000,1500000,2024-05-15 21:52:56.799030
124,959553,1520000,1520000,2024-05-15 21:52:56.799030
125,22050384,1590000,1590000,2024-05-15 21:52:56.799030
126,30008379,1390000,1390000,2024-05-15 21:52:56.799030
127,188406988,1777000,1777000,2024-05-15 21:52:56.799030
128,196293197,1439000,1439000,2024-05-15 21:52:56.799030
129,186881737,10066000,10066000,2024-05-15 21:52:56.799030
130,174566339,2190000,2190000,2024-05-15 21:52:56.799030
131,48650731,1490000,1490000,2024-05-15 21:52:56.799030
132,188407008,2750000,2750000,2024-05-15 21:52:56.799030
133,86155648,1650000,1650000,2024-05-15 21:52:56.799030
134,193878779,1590000,1590000,2024-05-15 21:52:56.799030
135,270471019,900000,900000,2024-05-15 21:52:56.799030
136,216464925,1290000,1290000,2024-05-15 21:52:56.799030
137,216476612,1290000,1290000,2024-05-15 21:52:56.799030
138,270472217,1290000,1290000,2024-05-15 21:52:56.799030
139,273893759,2790000,2790000,2024-05-15 21:52:56.799030
140,270472601,1690000,1690000,2024-05-15 21:52:56.799030
141,273000944,3890000,3890000,2024-05-15 21:52:56.799030
142,270972089,2680000,2680000,2024-05-15 21:52:56.799030
143,270871441,7550000,7550000,2024-05-15 21:52:56.799030
144,271369952,1200000,1200000,2024-05-15 21:52:56.799030
145,272185398,1800000,1800000,2024-05-15 21:52:56.799030
146,270472129,1250000,1250000,2024-05-15 21:52:56.799030
147,216476196,1790000,1790000,2024-05-15 21:52:56.799030
148,263776862,5190000,5190000,2024-05-15 21:52:56.799030
149,251407352,1490000,1490000,2024-05-15 21:52:56.799030
150,274950334,3180000,3180000,2024-05-15 21:52:56.799030
151,273702279,4016000,4016000,2024-05-15 21:52:56.799030
152,273001445,1980000,1980000,2024-05-15 21:52:56.799030
153,270470894,790000,790000,2024-05-15 21:52:56.799030
154,270472442,1590000,1590000,2024-05-15 21:52:56.799030
155,270473244,1090000,1090000,2024-05-15 21:52:56.799030
156,216476472,1790000,1790000,2024-05-15 21:52:56.799030
157,216475428,1390000,1390000,2024-05-15 21:52:56.799030
158,217733148,2025000,2025000,2024-05-15 21:52:56.799030
159,102507839,2999000,2999000,2024-05-15 21:52:56.799030
160,270473211,1390000,1390000,2024-05-15 21:52:56.799030
161,216476481,2490000,2490000,2024-05-15 21:52:56.799030
162,216475813,1690000,1690000,2024-05-15 21:52:56.799030
163,206307879,1516000,1516000,2024-05-15 21:52:56.799030
164,271452666,1250000,1250000,2024-05-15 21:52:56.799030
165,273936362,1890000,1890000,2024-05-15 21:52:56.799030
166,206308253,1622000,1622000,2024-05-15 21:52:56.799030
167,216475525,1590000,1590000,2024-05-15 21:52:56.799030
168,272981897,990000,990000,2024-05-15 21:52:56.799030
169,271452782,1250000,1250000,2024-05-15 21:52:56.799030
170,216475993,1450000,1450000,2024-05-15 21:52:56.799030
171,252103804,2550000,2550000,2024-05-15 21:52:56.799030
172,174369385,1850000,1850000,2024-05-15 21:52:56.799030
173,273002214,2500000,2500000,2024-05-15 21:52:56.799030
174,196950771,1747000,1747000,2024-05-15 21:52:56.799030
175,58604881,3010000,3010000,2024-05-15 21:52:56.799030
176,203802104,2030000,2030000,2024-05-15 21:52:56.799030
177,274829635,3090000,3090000,2024-05-15 21:52:56.799030
178,274399493,1249000,1990000,2024-05-15 21:52:56.799030
179,269957790,3390000,3390000,2024-05-15 21:52:56.799030
180,271123389,1690000,1690000,2024-05-15 21:52:56.799030
181,273364945,1500000,1500000,2024-05-15 21:52:56.799030
182,273373657,1300000,1300000,2024-05-15 21:52:56.799030
183,142656943,1490000,1490000,2024-05-15 21:52:56.799030
184,44716149,4030000,4030000,2024-05-15 21:52:56.799030
185,3523311,2900000,2900000,2024-05-15 21:52:56.799030
186,193866366,6900000,6900000,2024-05-15 21:52:56.799030
187,27836739,6900000,6900000,2024-05-15 21:52:56.799030
188,99350582,1250000,1250000,2024-05-15 21:52:56.799030
189,274537662,18102000,18102000,2024-05-15 21:52:56.799030
190,274561381,3890000,3890000,2024-05-15 21:52:56.799030
191,216476863,2550000,2550000,2024-05-15 21:52:56.799030
192,242987059,990000,990000,2024-05-15 21:52:56.799030
193,275002377,5649000,5649000,2024-05-15 21:52:56.799030
194,274277209,6690000,6690000,2024-05-15 21:52:56.799030
195,274668746,8990000,8990000,2024-05-15 21:52:56.799030
196,273953565,3880000,5490000,2024-05-15 21:52:56.799030
197,252174127,1050000,1050000,2024-05-15 21:52:56.799030
198,270442059,3976000,3976000,2024-05-15 21:52:56.799030
199,216476963,3750000,3750000,2024-05-15 21:52:56.799030
200,270492353,2400000,2400000,2024-05-15 21:52:56.799030
201,274355568,16590000,16590000,2024-05-15 21:52:56.799030
202,216476678,2600000,2600000,2024-05-15 21:52:56.799030
203,109009765,1150000,1150000,2024-05-15 21:52:56.799030
204,274537486,6223000,6223000,2024-05-15 21:52:56.799030
205,273533192,4090000,4090000,2024-05-15 21:52:56.799030
206,274561334,3990000,3990000,2024-05-15 21:52:56.799030
207,275002323,3906000,3906000,2024-05-15 21:52:56.799030
208,14370763,839000,849000,2024-05-15 21:52:56.799030
209,21162350,869000,899000,2024-05-15 21:52:56.799030
210,10592531,250000,250000,2024-05-15 21:52:56.799030
211,7939591,305000,305000,2024-05-15 21:52:56.799030
