product_id,product_name,product_url,pricing_current,pricing_original,product_image_url,inventory_status,inventory_type,created_date,quantity_sold,brand_id,brand_name,brand_slug,seller_id,seller_name,seller_link,seller_image_url,category_id,sub_category_id,brand_name
184036446,Apple iPhone 11,https://tiki.vn/product-p184036446.html?spid=32033719,8650000,12990000,https://salt.tikicdn.com/cache/280x280/ts/product/aa/24/e0/57914989351786ef9dfe027046ba4626.jpg,available,instock,707,13990,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1795,1795,Apple
184059211,Apple iPhone 13,https://tiki.vn/product-p184059211.html?spid=123547399,13490000,24990000,https://salt.tikicdn.com/cache/280x280/ts/product/b7/ba/88/66059a54a3a139d45841d412379b1fe4.jpg,available,instock,707,5835,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1795,1795,Apple
123345348,Apple iPhone 12,https://tiki.vn/product-p123345348.html?spid=70766417,11990000,16990000,https://salt.tikicdn.com/cache/280x280/ts/product/c1/4c/1c/2e5ced5d878995fec8abe48ec0afce14.jpg,available,instock,965,2811,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1795,1795,Apple
197214029,Apple iPhone 14,https://tiki.vn/product-p197214029.html?spid=197214045,16490000,24990000,https://salt.tikicdn.com/cache/280x280/ts/product/40/5e/eb/4dcee6ceebbea004a14f212db4182b18.png,available,instock,606,586,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1795,1795,Apple
271966786,Apple iPhone 15,https://tiki.vn/product-p271966786.html?spid=271966790,18990000,22490000,https://salt.tikicdn.com/cache/280x280/ts/product/e9/3d/cc/a8809e3cbda237acfe864a48229d3e5b.png,available,instock,236,422,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,https://vcdn.tikicdn.com/ts/seller/21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1795,1795,Apple
197214015,Apple iPhone 14 Plus,https://tiki.vn/product-p197214015.html?spid=197214019,19490000,27990000,https://salt.tikicdn.com/cache/280x280/ts/product/e9/81/46/98be0880591d43415fb2c2c886ce752a.png,available,instock,606,387,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1795,1795,Apple
271973414,Apple iPhone 15 Pro Max,https://tiki.vn/product-p271973414.html?spid=271973470,29490000,33490000,https://salt.tikicdn.com/cache/280x280/ts/product/99/86/04/0dc97405d243042a84b2c96768fe0e38.png,available,instock,236,825,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,https://vcdn.tikicdn.com/ts/seller/21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1795,1795,Apple
271967379,Apple iPhone 15 Plus,https://tiki.vn/product-p271967379.html?spid=271967579,21990000,25990000,https://salt.tikicdn.com/cache/280x280/ts/product/eb/7c/d3/0ac695bfdf353b97988bfa87cd8d7c1c.png,available,instock,236,196,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,https://vcdn.tikicdn.com/ts/seller/21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1795,1795,Apple
271972435,Apple iPhone 15 Pro,https://tiki.vn/product-p271972435.html?spid=271972441,24490000,27990000,https://salt.tikicdn.com/cache/280x280/ts/product/99/86/04/7a74043bebfb2645b559fd94587ecf77.png,available,instock,236,344,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,https://vcdn.tikicdn.com/ts/seller/21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1795,1795,Apple
183330021,"Apple iPad 10.2-inch (9th Gen) Wi-Fi, 2021",https://tiki.vn/product-p183330021.html?spid=124939771,6990000,10990000,https://salt.tikicdn.com/cache/280x280/ts/product/44/84/b5/99190012171edee77674793a61c5a7e8.png,available,instock,711,3378,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1794,1794,Apple
184248127,"Apple iPad mini (6th Gen) Wi-Fi, 2021",https://tiki.vn/product-p184248127.html?spid=124944096,11490000,14990000,https://salt.tikicdn.com/cache/280x280/ts/product/49/75/99/2219ae33da6fb87ec3231dae0e752b3a.jpg,available,instock,706,403,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1794,1794,Apple
184253251,"Apple iPad Air (5th Gen) Wi-Fi, 2022 ",https://tiki.vn/product-p184253251.html?spid=168721263,13990000,18990000,https://salt.tikicdn.com/cache/280x280/ts/product/c7/8d/fe/8a34e1ae07d89373b7db963df3d1dd8b.jpg,available,instock,706,762,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1794,1794,Apple
205815576,"Apple iPad 10.9-inch (10th Gen) Wi-Fi, 2022",https://tiki.vn/product-p205815576.html?spid=205815578,9990000,10990000,https://salt.tikicdn.com/cache/280x280/ts/product/12/c2/4e/39c4f6b973b20a392afabfd4b3bdba44.png,available,instock,537,257,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,1794,1794,Apple
124742926,MacBook Air M1 13 inch 2020,https://tiki.vn/product-p124742926.html?spid=73795627,17990000,29990000,https://salt.tikicdn.com/cache/280x280/ts/product/2b/76/1c/6c89edecac5e58f346422c3a911934ea.jpg,available,instock,959,2866,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,2458,2458,Apple
189371737,MacBook Air M2 2022,https://tiki.vn/product-p189371737.html?spid=189371745,24990000,32990000,https://salt.tikicdn.com/cache/280x280/ts/product/03/81/3f/8b10b17b20babcb966b8bb41dc9d02e6.jpg,available,instock,675,233,17827,Apple,apple,1,Tiki Trading,https://tiki.vn/cua-hang/tiki-trading,21/ce/5c/b52d0b8576680dc3666474ae31b091ec.jpg,2458,2458,Apple
