GeneralFeedbackID,Title,Content,Upvote,Rating,CreatedDate,UserID,ProductID,FeedbackDetailID
17811447,Cực kì hài lòng,,0,5,1664278903,15561128,,888
8812159,Hài lòng,Máy dùng ổn mà còn vài lỗi lặt vặt của ứng dụng. Dùng 3-4 ngày thì bình thường,0,4,1617241932,1051959,,889
17809969,Cực kì hài lòng,,0,5,1664266031,19465545,,890
17807255,Cực kì hài lòng,,0,5,1664249124,8648822,,891
8065719,Rất không hài lòng,"Máy không rơi, sử dụng kỹ nhưng bị sọc xanh phía bên màn trái. Yêu cầu tiki xem xét lại.",1,1,1614522012,11103744,,892
17789632,Cực kì hài lòng,,0,5,1664079057,6128594,,893
13583904,Cực kì hài lòng,giao hàng nhanh. hàng sx năm 2021,0,5,1638485953,250939,,894
16916042,Cực kì hài lòng,Giao hàng đúng hẹn,0,5,1656758841,10543949,,895
17782095,Cực kì hài lòng,,0,5,1663997678,237828,,896
17781904,Cực kì hài lòng,,0,5,1663996504,15904195,,897
5967167,Cực kì hài lòng,,0,5,1607170465,8948389,,898
17372538,Cực kì hài lòng,Dung mieu ta,0,5,1660149575,8684067,,899
17774859,Cực kì hài lòng,,0,5,1663921079,27683228,,900
17774856,Cực kì hài lòng,,0,5,1663921035,27683228,,901
17774855,Cực kì hài lòng,,0,5,1663921027,27683228,,902
17774818,Cực kì hài lòng,,0,5,1663920641,7663066,,903
12336019,Cực kì hài lòng,Dịch nên giao hàng khá lâu nhưng dùng tới giờ hơn 1 tháng chưa gặp vấn đề gì,0,5,1632658737,892256,,904
17767841,Cực kì hài lòng,,0,5,1663850664,22732914,,905
17692514,Cực kì hài lòng,Ok,0,5,1663147386,14349087,,906
15253061,Cực kì hài lòng,Máy tốt,0,5,1646379402,26381740,,907
11120239,Cực kì hài lòng,Giao hàng nhanh sản phẩm chất lượng tốt đã dùng đk 6 ngày,0,5,1626142429,21027666,,908
17750608,Cực kì hài lòng,,0,5,1663682566,8811331,,909
16870428,Cực kì hài lòng,Hang chinh hang may dep,0,5,1656405156,9940477,,910
12620672,Cực kì hài lòng,rất tốt giao rất nhanh sản phẩm đẹp,0,5,1634223485,9549375,,911
17733385,Cực kì hài lòng,,0,5,1663544012,6266462,,912
17733390,Cực kì hài lòng,,0,5,1663544017,6266462,,913
17733392,Cực kì hài lòng,,0,5,1663544022,6266462,,914
17356292,Cực kì hài lòng,Máy đẹp,0,5,1660043739,12387995,,915
17730524,Cực kì hài lòng,,0,5,1663500392,8635016,,916
17724019,Cực kì hài lòng,,0,5,1663439173,21678570,,917
17719927,Hài lòng,,0,4,1663404562,9127860,,918
15597243,Cực kì hài lòng,tot,0,5,1648209559,25866560,,919
17707071,Cực kì hài lòng,,0,5,1663292260,13169404,,920
14205333,Cực kì hài lòng,"Hàng chuẩn, giá tốt",0,5,1641046182,1352211,,921
12728938,Cực kì hài lòng,"Sản phẩm chính hãng, hài lòng với chất lượng, nhưng đợi hàng hơi lâu",0,5,1634726329,10568073,,922
12282504,Cực kì hài lòng,Hàng xinh quá huhu cám ơn Tiki nhiều nhaaaaaaa,3,5,1632287264,23084994,,923
17685016,Cực kì hài lòng,,0,5,1663076237,6483905,,924
13577171,Cực kì hài lòng,"A shipper giao nhanh thân thiện, đt nguyên seal chính hãng chưa active",0,5,1638443068,25540039,,925
14631268,Cực kì hài lòng,Máy ngon bổ rẻ,0,5,1642853211,6016976,,926
17049399,Cực kì hài lòng,Đóng gói tốt,0,5,1657687774,12948687,,927
10079171,Rất không hài lòng,"Bán hàng lừa đảo tôi vẫn chưa nhận được hàng nhưng trang lại để đã giao , khinh thường khách hàng",3,1,1622469702,21865527,,928
17677998,Cực kì hài lòng,,0,5,1663034347,5848176,,929
5074190,Cực kì hài lòng,"Hàng chuẩn, nguyên seal mới keng, lần đầu mua món giá trị cao online nên cũng hơi lo, nhưng tiki uy tín. Sau này sẽ ủng hộ",0,5,1601787285,1903561,,930
14984978,Cực kì hài lòng,"Hàng chính hãng, bóc seal sướng hết cả ngừoi",0,5,1644988419,14109001,,931
15767784,Cực kì hài lòng,"Giao hàng nhanh , nguyên seal , giá tốt",0,5,1649064015,649355,,932
11648523,Cực kì hài lòng,Dùng ok đấy ạ,3,5,1628270264,20101020,,933
17656835,Cực kì hài lòng,,0,5,1662830724,27612333,,934
17652079,Cực kì hài lòng,,0,5,1662793904,801124,,935
17651671,Cực kì hài lòng,,0,5,1662791974,5429757,,936
16703710,Cực kì hài lòng,Sp chất lượng tốt,0,5,1655174379,12221076,,937
15582303,Cực kì hài lòng,"mua tặng chị dâu, chị dâu cũng thích",0,5,1648124948,908926,,938
17635023,Cực kì hài lòng,,0,5,1662644757,5693410,,939
11375489,Cực kì hài lòng,"Sp chính hãng, của tiki trading phân phối, xài rất mướt",0,5,1626949285,1078957,,940
17629454,Cực kì hài lòng,,0,5,1662609710,1384584,,941
7190632,iPhone 2020,"Sản phẩm chính hãng, giao hàng kiểm tra tốt, nguyên seal, bản 2020, vợ mình rất thích màu vàng.",1,5,1611399888,6608664,,942
4626931,Cực kì hài lòng,"Hàng chuẩn VNA, lần đầu mua iphone mới cứng nguyên seal. Tự tay bóc đập hộp, bóc seal và active là 1 trải nghiệm thật thú vị.",1,5,1598438323,11183810,,943
17625858,Cực kì hài lòng,,0,5,1662560633,12209111,,944
17622981,Cực kì hài lòng,,0,5,1662540582,21781271,,945
17622831,Hài lòng,,0,4,1662539809,9947324,,946
17608282,Hài lòng,,0,4,1662408768,2215013,,947
17607980,Cực kì hài lòng,,0,5,1662397231,7174348,,948
16860189,Cực kì hài lòng,Sp tốt giao nhanh,0,5,1656326407,20820827,,949
5677996,Hài lòng,"hàng chuẩn đẹp.chê mỗi cái là tiki giao hàng chạm thôi,còn mọi thứ ok",0,4,1605792980,10201218,,950
16759327,Cực kì hài lòng,Hàng chất lượng,0,5,1655564855,15768489,,951
17588889,Cực kì hài lòng,,0,5,1662190066,21069828,,952
17583975,Cực kì hài lòng,,0,5,1662116803,552415,,953
17583352,Cực kì hài lòng,,0,5,1662110049,1262736,,954
2901247,"Máy mới, kích hoạt đủ ngày BH, máy VN/A","Sau khi dùng thẻ HSBC trả góp thì được giảm 12 triệu, máy mới tự mình bóc seal, kích hoạt bảo hành đủ 12 tháng. Nói chung là hài lòng.",7,5,1579507897,6279225,,955
2610062,"Hàng nguyên seal, chưa active và giao nhanh!!!",Mình rất hài lòng khi mua ở Tiki. Đóng gói iphone rất cẩn thận. Máy nguyên seal và chưa kích hoạt! Mình rất hài lòng!,8,5,1573134998,5136140,,956
17570528,Cực kì hài lòng,,0,5,1661955433,8222696,,957
17559909,Cực kì hài lòng,,0,5,1661855941,498220,,958
15955845,Cực kì hài lòng,Giao hàng nhanh. Sản phẩm đẹp,0,5,1650120615,26835086,,959
14374145,Cực kì hài lòng,Sản phẩm tốt,0,5,1641856218,14446468,,960
17546948,Cực kì hài lòng,,0,5,1661736641,28072764,,961
15994188,Cực kì hài lòng,Hàng chính hãng k 1 vết xướt,0,5,1650345201,1466721,,962
13921468,Rất không hài lòng,Nhân viên giao hàng chậm đóng gói ko xứng đáng giá trị,1,1,1639841412,7046599,,963
15392506,Rất không hài lòng,"loa bị rè, mình muốn đổi sản phẩm",0,1,1647146229,6112126,,964
11941169,Cực kì hài lòng,"Tiki giao hàng rất nhanh, sản phẩ hoạt động tốt và ổn định

 cảm ơn tikitrading",0,5,1629456135,8317931,,965
12163007,Cực kì hài lòng,"Hàng Mới Nguyên, Dịch bệnh mà Tiki giao hàng siêu nhanh trong ngày luôn. Gút Chóp",0,5,1631344290,6294221,,966
17525403,Cực kì hài lòng,,0,5,1661495328,21560934,,967
10119874,Cực kì hài lòng,"dùng ổn, dùng công việc chủ yếu nên pin được cỡ hơn 1 ngày",0,5,1622634903,9947518,,968
17514984,Cực kì hài lòng,,0,5,1661400139,13814349,,969
17247339,Cực kì hài lòng,Đỉnh,0,5,1659160708,6123215,,970
14511475,Cực kì hài lòng,Sản phẩm ok,0,5,1642391176,5459281,,971
17508658,Cực kì hài lòng,,0,5,1661328305,28072764,,972
7980298,Cực kì hài lòng,Hài lòng 5 sao màu y hình. Đặt hàng 4h chiều sáng hôm sau nhận lúc 9h. Nhanh như chớp.,0,5,1614235612,11703003,,973
16758883,Cực kì hài lòng,chất lượng ok,0,5,1655561733,13553364,,974
16564592,Cực kì hài lòng,Hoàn toàn hài longg,0,5,1654253608,5430778,,975
4223383,An Tâm Khi Mua Qua Tiki Tradin,"Giao hàng nhanh chóng, hàng mới nguyên seal chưa kích hoạt, chính hãng VN/A của FPT. Nói chung sau 1 tuần dùng thì chưa xảy ra sự cố gì",0,5,1595844204,5253502,,976
17487238,Cực kì hài lòng,,0,5,1661136351,13898080,,977
17409172,Cực kì hài lòng,Ok,0,5,1660453175,7518379,,978
17482604,Cực kì hài lòng,,0,5,1661079469,6876809,,979
15984469,Cực kì hài lòng,"Mình đã xài, hàng rất tốt",0,5,1650288911,921476,,980
16803739,Cực kì hài lòng,Hàng tốt nha.,0,5,1655903437,27711673,,981
17466706,Cực kì hài lòng,,0,5,1660927981,12128644,,982
17457816,Cực kì hài lòng,,0,5,1660869193,11652068,,983
4661779,Cực kì hài lòng,"Máy full seal, chưa active, giao hàng hỗ trợ tốt. Mua hàng công nghệ của Tiki khá an tâm về sản phẩm và chế độ bảo hành.",1,5,1598628574,6162495,,984
15126185,Cực kì hài lòng,Giao hàng siêu nhanh đúng hàng chính hãng,0,5,1645703983,22404314,,985
17293444,Cực kì hài lòng,Good,0,5,1659574906,841743,,986
7556511,Hài lòng,"hàng tạm ổn , nhưng sao mình không thấy có phiếu bảo hành và hoá đơn của hàng vậy ?",0,4,1612523107,11327610,,987
17446371,Cực kì hài lòng,,0,5,1660754512,951742,,988
14729766,Cực kì hài lòng,"Sản phẩm tốt, chỉ không thích anh giao hàng.",0,5,1643329544,407237,,989
17436461,Cực kì hài lòng,,0,5,1660671453,7980910,,990
17429780,Cực kì hài lòng,,0,5,1660629475,8247081,,991
5360994,Hài lòng,Chưa khui hàng .Giao hàng đúng hẹn .Đóng gói không có bọc xốp chống va đập.hơi ngạc nhiên với Tiki . 1 sp có giá trị lớn mà đóng gói sơ sài .,2,4,1603690924,8078606,,992
17417151,Cực kì hài lòng,,0,5,1660530131,7469075,,993
15651873,Cực kì hài lòng,Sản phẩm đẹp. Chất luomgj cao,0,5,1648483290,1743813,,994
7133320,Cực kì hài lòng,"Giá rẻ hơn thị trường khi mua màu trắng, ship nhanh trong chưa đầy 04 tiếng. Nói chung 10/10",0,5,1611217049,6845159,,995
17409140,Cực kì hài lòng,,0,5,1660452991,1734402,,996
17405008,Cực kì hài lòng,,0,5,1660402666,8154646,,997
17402224,Cực kì hài lòng,,0,5,1660385037,20378596,,998
12125141,Cực kì hài lòng,"Mới bóc hàng chưa thấy lỗi phần ngoài, giao hàng siêu nhanh, hàng chính hãng",0,5,1631026742,23376842,,999
15690771,Cực kì hài lòng,Giao hàng nhanh máy chất lượng,0,5,1648694499,24400714,,1000
17202714,Cực kì hài lòng,Tốt,0,5,1658789576,9928480,,1001
5044664,Cực kì hài lòng,"Điện thoại bắt sóng tốt, loa nghe rõ, màn hình hiển thị chữ rõ nét. Tiếc là không có khe cắm thẻ nhớ và  không có cổng 3.5 mm.
Tiki giao hàng nhanh.",2,5,1601536505,6609976,,1002
11928091,Cực kì hài lòng,"Giao hàng nhanh, tất cả đều nguyên seal và sau 1 tháng xài r cảm thấy rất tốt.",0,5,1629422444,859173,,1003
17378667,Cực kì hài lòng,,0,5,1660205794,27489970,,1004
4602428,Cực kì hài lòng,"Sản phẩm xài ổn. Không lỗi. Chỉ có bàn phím của IP11 khó đánh hơn so với IP6S, không biết có phải do khác biệt kích thước màn hình nên không quen hay không",0,5,1598320199,1420319,,1005
17371050,Cực kì hài lòng,,0,5,1660140758,7518465,,1006
17276584,Cực kì hài lòng,ok,0,5,1659420674,27184116,,1007
15326864,Cực kì hài lòng,"Giao hàng nhanh, đóng gói cẩn thận",0,5,1646793847,12762261,,1008
17355503,Cực kì hài lòng,,0,5,1660039583,1890286,,1009
14584601,Cực kì hài lòng,Vẫn ngon,0,5,1642658111,1496829,,1010
17348013,Cực kì hài lòng,,0,5,1660002058,9798642,,1011
16674293,Cực kì hài lòng,Giao Hàng Nhanh,0,5,1654946347,11091532,,1012
16484964,Cực kì hài lòng,ok xài ổn định,0,5,1653662450,2046492,,1013
17343554,Cực kì hài lòng,,0,5,1659957658,21560934,,1014
11751427,Cực kì hài lòng,Chất lượng mỗi tội chưa nhận dc hoá đơn,0,5,1628704007,21635718,,1015
17339519,Cực kì hài lòng,,0,5,1659938267,26212862,,1016
17327132,Cực kì hài lòng,,0,5,1659849341,13171347,,1017
14538257,Cực kì hài lòng,Hàng đẹp ưng ý giao hàng nhanh dịch vụ tốt,0,5,1642483563,7354743,,1018
5781756,Cực kì hài lòng,"Ngoại trừ máy cầm hơi nặng tay, còn lại mọi thứ ok: chạy nhanh, mượt, pin xài được 1,5 ngày lận (mình ko chơi game, ko cài app facebook)",0,5,1606487167,305396,,1019
15527399,Cực kì hài lòng,ba mẹ mình rất thích xài iphone,0,5,1647836145,908926,,1020
17323658,Cực kì hài lòng,,0,5,1659808589,22731552,,1021
15100252,Cực kì hài lòng,,0,5,1645592455,22474304,,1022
17320907,Cực kì hài lòng,,0,5,1659787434,1120504,,1023
17320908,Cực kì hài lòng,,0,5,1659787439,1120504,,1024
10849878,Hài lòng,"Nguyên seal, hàng chính hãng,máy đẹp đúng màu đúng mẫu. chất lượng thì chờ thời gian",0,4,1625317367,22441051,,1025
17309968,Cực kì hài lòng,,0,5,1659699694,5623000,,1026
17307388,Cực kì hài lòng,,0,5,1659682918,745157,,1027
17303289,Hài lòng,,0,4,1659655369,8237008,,1028
17301236,Cực kì hài lòng,,0,5,1659621834,27325087,,1029
17293813,Cực kì hài lòng,,0,5,1659578287,1981703,,1030
17290386,Cực kì hài lòng,,0,5,1659529882,1467359,,1031
17130274,Cực kì hài lòng,Good,0,5,1658248294,26708213,,1032
17273742,Cực kì hài lòng,,0,5,1659405242,23155941,,1033
11113610,Cực kì hài lòng,"Giao hàng nhanh, đang xai thuccccccccccccccccccccccccccccc",0,5,1626101348,1387343,,1034
17250899,Cực kì hài lòng,,0,5,1659184747,1287881,,1035
17248392,Cực kì hài lòng,,0,5,1659166491,27681032,,1036
12063523,Cực kì hài lòng,"giá hợp lý, giao hàng nhanh. toẹt vời",0,5,1630400178,281249,,1037
2596587,Hài lòng,Hàng nhận đúng ngày. Màu Tím đẹp lắm. Chỉ có một thắc mắc là nhân viên giao hàng kêu chụp hình mặt sau điện thoại gửi lên Tiki để bảo hành là sao? Không hiểu điểm này lắm.,7,4,1572857422,110510,,1038
17242424,Cực kì hài lòng,,0,5,1659104210,11337565,,1039
15816574,Cực kì hài lòng,"Hàng chuẩn chỉ, giao nhanh",0,5,1649317329,481822,,1040
17238433,Hài lòng,,0,4,1659078816,8446242,,1041
12275479,Cực kì hài lòng,"Ship hơi lâu do dịch, nhưng máy ổn, dùng 2 hôm chưa thấy vấn đề gì",0,5,1632221893,5738892,,1042
17227611,Cực kì hài lòng,,0,5,1658990110,25143528,,1043
16060087,Hài lòng,Điện thoại hơi nóng,0,4,1650722714,8801114,,1044
3177055,Cực kì hài lòng,"Hàng nguyên seal, Tiki đóng gói cẩn thận, kho hàng có sẵn nên đặt hôm trước hôm sau mình được nhận hàng ngay. Cho 5*",1,5,1584366365,1615737,,1045
17217651,Cực kì hài lòng,,0,5,1658902900,27905887,,1046
17205135,Cực kì hài lòng,,0,5,1658808303,13800819,,1047
9405339,Cực kì hài lòng,"Lần đầu tiên mua hàng online gần 20 triệu, mình thấy mình cũng liều, nhưng ok, chưa có vấn đề gì.",0,5,1619661102,6443373,,1048
14964068,Cực kì hài lòng,Tiki giao nhanh và đóng gói cẩn thận,0,5,1644890369,12622897,,1049
17194109,Cực kì hài lòng,,0,5,1658720181,5181015,,1050
17191799,Cực kì hài lòng,,0,5,1658682745,974673,,1051
17095479,Cực kì hài lòng,Ok,0,5,1658024351,16062092,,1052
17187255,Cực kì hài lòng,,0,5,1658651288,13049195,,1053
17176151,Cực kì hài lòng,,0,5,1658564677,1319294,,1054
14848962,Hài lòng,có dị vật ở màn hình điện thoại,0,4,1644323329,18272091,,1055
13927906,Hài lòng,"Điện thoại ok, chỉ hơi buồn là ko có củ sạc",0,4,1639889563,5318561,,1056
17163375,Cực kì hài lòng,,0,5,1658477165,582772,,1057
17159652,Cực kì hài lòng,,0,5,1658461837,8044227,,1058
14268315,Cực kì hài lòng,Hàng chính hãng nhưng đơn vị giao hàng chậm,0,5,1641364164,2239456,,1059
17151979,Cực kì hài lòng,,0,5,1658397247,20230395,,1060
17144848,Cực kì hài lòng,,0,5,1658367597,27457863,,1061
6347525,Cực kì hài lòng,"Chiếc ip thứ 2 và nhiều sp công nghệ khác vẫn rất tin tưởng tiki 
Sp nguyên seal, chính hãng",1,5,1608393533,1567292,,1062
14239925,Cực kì hài lòng,Máy mới 100% thì không có gì phải đánh giá,0,5,1641214780,2150327,,1063
12694550,Cực kì hài lòng,Mua sale còn 13 triệu thôi,0,5,1634566954,19275100,,1064
17122277,Cực kì hài lòng,,0,5,1658210616,7620995,,1065
4035075,Cực kì hài lòng,"Đặt hàng 10h sáng thì 2h chiều đã được giao, máy còn nguyên seal chính hãng FPT, active đúng ngày mình mua máy. Lần thứ 2 mua iphone trên Tiki, thật sự rất hài lòng",6,5,1594346362,415525,,1066
17102254,Cực kì hài lòng,,0,5,1658060841,1191064,,1067
17102256,Cực kì hài lòng,,0,5,1658060847,1191064,,1068
17054359,Cực kì hài lòng,Y,0,5,1657711520,26708213,,1069
17094590,Cực kì hài lòng,,0,5,1658016461,2219183,,1070
13962044,Cực kì hài lòng,Hàng tốt nhưng sao không có củ sạc và tai nghe,0,4,1640013729,7154076,,1071
17093629,Cực kì hài lòng,,0,5,1657989251,10809930,,1072
17080930,Cực kì hài lòng,,0,5,1657894504,7469075,,1073
14676237,Cực kì hài lòng,"Giao hàng siêu nhanh, hàng chính hãng vna.",0,5,1643054647,7664333,,1074
17075711,Cực kì hài lòng,,0,5,1657867809,410664,,1075
14962764,Cực kì hài lòng,giao hàng nhanh. máy đẹp chuẩn VNA,0,5,1644881402,22644857,,1076
16489519,Cực kì hài lòng,Tuyệt vời,0,5,1653714769,15976935,,1077
16971331,Cực kì hài lòng,Hi,0,5,1657170297,18811949,,1078
16971335,Hài lòng,In,0,4,1657170302,18811949,,1079
17066488,Cực kì hài lòng,,0,5,1657795736,27626392,,1080
17066484,Cực kì hài lòng,,0,5,1657795722,27626392,,1081
17065521,Cực kì hài lòng,,0,5,1657790247,92896,,1082
11759287,Cực kì hài lòng,Hàng được đóng gói kỹ lưỡng. mình mua trả góp rất tiện lợi. Cám ơn!,0,5,1628750245,157821,,1083
17061579,Cực kì hài lòng,,0,5,1657772374,26612122,,1084
6542328,Cực kì hài lòng,Hàng mới nguyên seal. Giao hàng nhanh như hỏa tiễn :)),0,5,1609064383,15779798,,1085
14377866,Cực kì hài lòng,Sp ok,0,5,1641871746,5565909,,1086
15354551,Cực kì hài lòng,"Giao nhanh, hàng chính hãng VNA",0,5,1646921224,1589453,,1087
17045500,Cực kì hài lòng,,0,5,1657644055,27656071,,1088
17037126,Cực kì hài lòng,,0,5,1657601892,26753447,,1089
9774642,Cực kì hài lòng,"sản phẩm nguyên seal, rất đẹp không trầy xước , dùng được khoảng 1 tháng chưa thấy lỗi",0,5,1621221916,7338415,,1090
17021128,Cực kì hài lòng,,0,5,1657506146,18795120,,1091
16847809,Cực kì hài lòng,Good,0,5,1656235984,26225403,,1092
17004713,Cực kì hài lòng,,0,5,1657375086,12468606,,1093
16997886,Cực kì hài lòng,,0,5,1657340135,8154646,,1094
16996487,Cực kì hài lòng,,0,5,1657334248,7981172,,1095
16288220,Cực kì hài lòng,Giao hàng nhanh,0,5,1652264705,11296511,,1096
16990963,Cực kì hài lòng,,0,5,1657283127,22257048,,1097
16984902,Cực kì hài lòng,,0,5,1657255331,18272202,,1098
14587748,Cực kì hài lòng,"giao hàng nhanh, đóng gói kỹ. máy mới",1,5,1642667175,5264820,,1099
16979480,Cực kì hài lòng,,0,5,1657206608,5344592,,1100
16976657,Cực kì hài lòng,,0,5,1657194429,7981172,,1101
16966667,Cực kì hài lòng,,0,5,1657131883,49952,,1102
16962761,Cực kì hài lòng,,0,5,1657109572,10225659,,1103
11417026,Cực kì hài lòng,Tốt,0,5,1627114533,11326696,,1104
16957799,Cực kì hài lòng,,0,5,1657083138,1613378,,1105
7034593,Rất không hài lòng,tại sao lúc mình mua máy về thấy sẵn app garageband này nhỉ ?   iclould mới nhé ạ?,0,1,1610891824,8160095,,1106
16938828,Cực kì hài lòng,,0,5,1656936233,12526664,,1107
16936995,Cực kì hài lòng,,0,5,1656923901,12307341,,1108
16936270,Cực kì hài lòng,,0,5,1656919937,197454,,1109
15691425,Cực kì hài lòng,sản phẩm tuyệt vời,0,5,1648696664,21445522,,1110
15142345,Cực kì hài lòng,"Máy nguyên zin, đẹp như hình",0,5,1645793387,8597304,,1111
16924080,Cực kì hài lòng,,0,5,1656828524,170605,,1112
10916729,Hài lòng,"Đt nguyên seal, mã VNA hiện mình dùng thấy ok",0,4,1625553663,12464754,,1113
16917753,Cực kì hài lòng,,0,5,1656770718,7554629,,1114
14383210,Cực kì hài lòng,ok,0,5,1641885656,8722970,,1115
7930918,Cực kì hài lòng,,0,5,1614077553,620976,,1116
15715470,Cực kì hài lòng,Máy chuẩn chính hãng,0,5,1648795789,6520892,,1117
16903596,Hài lòng,,0,4,1656663631,13135156,,1118
16902225,Cực kì hài lòng,,0,5,1656655951,17683500,,1119
11789507,Cực kì hài lòng,"đã mua rất nhiều hàng của tiki trading, chưa gặp bất cứ vấn đề gì.",0,5,1628867099,11632106,,1120
16260814,Cực kì hài lòng,Sp chính hagx,0,5,1652094456,21820487,,1121
6373401,Cực kì hài lòng,"Giao chưa được nhanh lắm, nên có chính sách giao hàng 2-3h cho những sản phẩm giá trị này. Còn lại chất lượng đảm bảo",0,5,1608507836,8551249,,1122
16201205,Cực kì hài lòng,Dgnyebeynrynrum,0,5,1651731186,17817424,,1123
16298990,Cực kì hài lòng,Tuyệt vời,0,5,1652341199,943806,,1124
15421942,Cực kì hài lòng,Hàng chính hãng giá tốt,0,5,1647276401,6422549,,1125
16866489,Cực kì hài lòng,,0,5,1656387113,26920750,,1126
14168890,Cực kì hài lòng,"Hàng giao nhanh trước hạn, đóng gói kỹ",0,5,1640863655,8633149,,1127
15825120,Cực kì hài lòng,Tốt giao hàng nhanh,0,5,1649345855,16493846,,1128
11029210,Cực kì hài lòng,"sản phẩm chất lượng, giao hàng trễ 1 ngày nhưng do dịch bệnh nên thông cảm",0,5,1625880150,6146377,,1129
2909151,Hàng full box quá ngon,"Mua ngay đợt khuyến mãi vừa trả góp vừa giảm giá nên còn khoảng 19.5tr. Đúng hàng chính hãng mã VN, cảm giác đập hôp rất sướng. Giao hàng chỉ sau khoảng 1.5h là có. Sẽ ủng hộ Tiki dài dài.",5,5,1579697380,1813937,,1130
15694921,Cực kì hài lòng,đt sịn. rất thích,0,5,1648706693,9869982,,1131
14495435,Cực kì hài lòng,"Sản phẩm chính hãng, giao hàng nhanh",0,5,1642317700,671641,,1132
16801312,Cực kì hài lòng,,0,5,1655886929,942246,,1133
16797648,Hài lòng,,0,4,1655870184,27682330,,1134
16796776,Cực kì hài lòng,,0,5,1655866762,5320635,,1135
14126218,Cực kì hài lòng,"đúng sp,  hộp hơi móp nhưng sp k bị gì",0,5,1640684315,6853373,,1136
16792024,Cực kì hài lòng,,0,5,1655817789,9905582,,1137
12302349,Cực kì hài lòng,"Giao hàng nhanh, hàng đúng chính hãnh, mở lên phát kích bh ngay",0,5,1632441856,23529602,,1138
8133888,Hài lòng,Mua hàng và chuyển hàng rất nhanh,0,4,1614751994,11375340,,1139
16762320,Cực kì hài lòng,,0,5,1655608668,10424671,,1140
15616198,Cực kì hài lòng,Giao hàng nhanh chóng,0,5,1648313826,5648422,,1141
16757118,Cực kì hài lòng,,0,5,1655552089,17754100,,1142
14812261,Cực kì hài lòng,"giao hàng nhanh, sản phẩm tốt",0,5,1644150689,1744347,,1143
16750116,Cực kì hài lòng,,0,5,1655511206,8674306,,1144
11805241,Rất không hài lòng,iPhone máy cũ không phải hàng mới.. lần này rất thất vọng về TIKI,1,1,1628935049,17662199,,1145
16741585,Cực kì hài lòng,,0,5,1655441458,26153067,,1146
16739846,Hài lòng,,0,4,1655433357,27655698,,1147
2626410,Tuyệt vời,"Tiki giao hàng rất đúng ngày , sản phẩm chính hãng mã VN/A  fullbox  nguyên seal . Đắn đo mãi khi mua 1 sp với giá trị lớn trên tiki nhưng mua  2 lần từ iwwatch đến ip11 đều quá tuyệt vời , giá cả cạnh tranh ^^",9,5,1573464200,210567,,1148
16735851,Hài lòng,,0,4,1655387530,26503356,,1149
13458411,Cực kì hài lòng,Hài lòng,0,5,1637940867,1713054,,1150
15533569,Cực kì hài lòng,"máy đẹp, giao nhanh",0,5,1647859362,8064711,,1151
16694263,Cực kì hài lòng,,0,5,1655100241,10590699,,1152
15170464,Hài lòng,"Giao hàng nhanh, hàng mới",0,4,1645946112,26659970,,1153
16685545,Cực kì hài lòng,,0,5,1655027980,10916659,,1154
9462243,Cực kì hài lòng,sản phẩm chính hãng dùng tốt mỗi tội k có củ sạc,0,5,1619970347,1591398,,1155
15690434,Cực kì hài lòng,Fullbox chính hãng,0,5,1648693343,11524282,,1156
16489018,Hài lòng,Yyyy,0,4,1653711981,26141815,,1157
16673191,Cực kì hài lòng,,0,5,1654938760,25330498,,1158
16120685,Cực kì hài lòng,sp tốt ạ,0,5,1651120174,27169646,,1159
16557928,Cực kì hài lòng,Dc,0,5,1654218202,27584422,,1160
16650024,Cực kì hài lòng,,0,5,1654777013,26672308,,1161
4470549,Xịnnn,"Hàng nguyên seal, giao hàng nhanh, 9h tối mình đặt thì 10h sáng mai đã có hàng. Mình mua màu đen, căn bản là quá đẹp mà ko sợ chán :). Giá mua 18.299k",2,5,1597461801,449999,,1162
12277500,Cực kì hài lòng,Máy chính hãng fullbox.,1,5,1632233779,10612368,,1163
7609085,Cực kì hài lòng,"Máy nguyên seal, giá khá tốt so với thị trường. Tikinow ship rất nhanh :D",0,5,1612699355,19101804,,1164
16624877,Cực kì hài lòng,,0,5,1654677847,372305,,1165
11926480,Cực kì hài lòng,Sạc bị nóng máy ko hiểu sao,0,5,1629395824,7642411,,1166
16153235,Cực kì hài lòng,Giao nhanh,0,5,1651384941,7235948,,1167
16602781,Cực kì hài lòng,,0,5,1654524224,27184189,,1168
16597483,Cực kì hài lòng,,0,5,1654497400,5293569,,1169
16593310,Cực kì hài lòng,,0,5,1654481176,5187608,,1170
15930614,Cực kì hài lòng,hang nhu mo ta,0,5,1649994101,853496,,1171
16583960,Cực kì hài lòng,,0,5,1654408947,7660980,,1172
12163015,Cực kì hài lòng,Hàng Nguyên Siu😆😆. Giao hàng siêu tốc mặc dù bệnh dịch,0,5,1631344373,6294221,,1173
12605352,Không hài lòng,Giao hàng quá lâu mua từ ngày 19/09/21 chờ hơn 1 tháng,0,1,1634176948,23616352,,1174
11360083,Cực kì hài lòng,"Giao nhanh.
Sp đóng gói cẩn thận vuông vắn, khác hẳn các trang tmdt khác",0,5,1626885213,8507300,,1175
16575801,Cực kì hài lòng,,0,5,1654343173,7616465,,1176
16574170,Cực kì hài lòng,,0,5,1654331946,14775572,,1177
16572281,Cực kì hài lòng,,0,5,1654321430,7673776,,1178
13979003,Cực kì hài lòng,,0,5,1640082588,1743813,,1179
