category_id,username,brand_name,shop_id,creation_time,shop_logo_url,userid,follower_count,total_avg_star,item_count,rating_normal,rating_bad,rating_good,response_time,ctime
11036793,mubaohiembcolor,B'Color Helmet,259251736,2024-01-23 09:57:12,https://down-vn.img.susercontent.com/file/vn-50009109-e7a88350ffe00c2031f2b5e74a71aea6,259253409,37924,4.919503,120,110,31,8870,4888,1588903380
11036793,bluesea.helmet,Bluesea Helmet,831541454,2023-03-31 05:31:41,https://down-vn.img.susercontent.com/file/vn-50009109-da0564291beaf196e35df540cc26018a,831527666,2574,4.86413,36,5,1,192,985,1659341385
